Product code,Product label,Germany's imports from United States of America-Value in 2012,Germany's imports from United States of America-Value in 2013,Germany's imports from United States of America-Value in 2014,Germany's imports from United States of America-Value in 2015,Germany's imports from United States of America-Value in 2016,Germany's imports from United States of America-Value in 2017,Germany's imports from United States of America-Value in 2018,Germany's imports from United States of America-Value in 2019,Germany's imports from United States of America-Value in 2020,Germany's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
902620,Instruments and apparatus for measuring or checking pressure of liquids or gases (excluding ...,110170,113293,113039,104334,118111,136409,149950,158837,145361,153044,,1205692,1263818,1429334,1353794,1362522,1419056,1608166,1491078,1361259,1583310,,711376,742411,848993,870110,941315,1079252,1230452,1275760,1131223,1303840
901814,Scintigraphic apparatus,105172,60133,45368,42904,67152,67627,88821,116855,136303,151430,,73939,36703,20843,40024,41607,30678,22089,30778,50169,29761,,110321,67123,49352,47259,72828,74073,95080,123290,140842,155922
900190,"Lenses, prisms, mirrors and other optical elements, of any material, unmounted (excluding such ...",84728,96717,95139,86519,89619,151744,196140,164129,141166,144967,,904418,762142,844007,888260,825052,1095113,1349373,1331380,1278454,1532290,,374157,412004,425144,372726,384019,482892,579384,540618,510851,635133
844399,"Parts and accessories of printers, copying machines and facsimile machines, n.e.s. (excluding ...",196595,243540,173492,177482,168118,191489,231579,168490,124452,144836,,3774965,3705436,3628909,3233490,2957949,2697868,2747579,2733026,2180796,2240244,,6457439,6621388,5714381,5011767,4619504,5310193,5857290,4729365,4907744,5410377
870195,"Tractors, of an engine power > 130 kW (excl. those of heading 8709, pedestrian-controlled tractors, ...",0,0,0,0,0,159596,161369,139332,159193,144580,,0,0,0,0,0,1330222,1476175,1391964,1240791,1541766,,0,0,0,0,0,440998,486892,458297,458330,471973
842199,"Parts of machinery and apparatus for filtering or purifying liquids or gases, n.e.s.",67243,70100,97944,99531,98256,119761,119589,120700,128381,141202,,1864458,2010519,2056817,2024956,1913451,1933251,2144692,2094839,1966354,2447217,,802363,901783,956336,820223,918440,1049995,1168689,1181575,1081180,1160118
280461,"Silicon containing >= 99,99% by weight of silicon",77460,24566,223283,8446,48243,74141,10648,95843,153956,139674,,1837918,1322660,1666356,1283565,1620984,1583998,1026231,803252,818242,1134549,,157089,48760,353846,117858,97827,106261,32050,112490,166076,162567
740400,"Waste and scrap, of copper (excluding ingots or other similar unwrought shapes, of remelted ...",203240,148628,226958,137005,117606,128682,161872,115866,110440,139468,,4471697,4129993,3516027,2789215,2232812,2761231,3166813,2825123,2675659,4497184,,3749614,3215934,3329652,2481638,2263790,2737813,2949704,2777190,2598999,3926054
270119,"Coal, whether or not pulverised, non-agglomerated (excluding anthracite and bituminous coal)",163029,168402,125882,207455,182222,116062,164698,92029,30756,139205,,473900,591883,255153,207617,113504,264042,260497,232268,148112,240497,,1136348,1211729,1661586,1260711,1170116,1215073,1135302,921442,538555,1099631
870850,"Drive-axles with differential, whether or not provided with other transmission components, ...",25088,28181,27428,37768,117350,135414,113291,121047,106613,137011,,2082593,2016502,2290743,2315383,2230813,2622601,2888334,2828866,2132875,2447626,,2213763,2164025,2161282,1834569,2097490,2412537,2651415,2525270,2112023,2545583
291020,"Methyloxirane """"propylene oxide""""""""",2,4,20906,36520,32120,41494,64416,94012,116682,136561,,297855,355549,391143,318542,295911,243878,282642,282128,244202,253620,,449684,383907,457117,291725,215494,237400,228456,235597,236705,320505
902290,"X-ray generators other than X-ray tubes, high tension generators, control panels and desks, ...",212216,220216,232199,189924,202713,202990,220447,161033,142646,130100,,1393734,1303089,1367566,1304489,1282172,1212870,1244984,1086371,1026089,1011673,,816560,812535,833615,665636,698567,730590,909856,798060,788884,792854
330499,"Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), ...",112157,124110,129095,111213,113348,130598,131973,133958,111211,129597,,2318591,2599184,2740368,2850932,2899658,3281980,3820834,4262792,3871064,4261958,,1219409,1444177,1498554,1367840,1440036,1649887,1833142,1791663,1609789,1928745
30475,"Frozen fillets of Alaska pollack """"Theragra chalcogramma""""""""",228344,234827,233832,102910,108249,109104,97981,115513,149641,128078,,246925,339188,380235,341772,332162,329645,367960,400654,335840,305496,,558010,569128,513783,387228,370175,345885,391522,439045,475526,470222
970500,"Collections and collector's pieces of zoological, botanical, mineralogical, anatomical, historical, ...",17273,14504,30901,87655,100660,109825,97430,101975,86416,125088,,183124,191631,142826,133766,142243,163370,269330,228886,227045,291009,,52872,37260,101051,156895,152963,166316,165001,156023,139703,368673
840890,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""" (excluding ...""",136113,310823,131021,125186,128460,138354,144942,104162,112200,124751,,2978189,2941903,2719414,1967965,1510408,1778450,1942512,1800787,1727937,1751755,,468804,653663,494855,383312,405481,507480,735869,534618,462751,661361
291521,Acetic acid,92415,59164,60247,62715,67803,81160,120318,93735,66193,121671,,576157,576304,627875,486078,400364,407359,512465,424280,324905,542265,,196325,260755,266419,215587,176970,196954,278917,227826,201258,286884
710812,"Gold, incl. gold plated with platinum, unwrought, for non-monetary purposes (excluding gold ...",2047,1465,884,996,2145,2397,9745,18349,7186,119210,,33803949,31650160,20754187,19077283,17518244,19609612,20130676,16971877,20191596,27215404,,4645856,4659023,3045488,3429044,4378231,4147006,3538856,3308204,6200531,8200355
902212,Computer tomography apparatus,57686,33093,64685,73998,43052,51267,54212,66321,97085,116203,,806353,737391,427292,680146,776078,904024,712586,599150,699153,769479,,117952,90899,123995,138775,91602,105905,137712,145340,177016,213350
220830,Whiskies,137369,156261,153800,131995,122310,141246,150040,110615,111079,115289,,1222084,1282002,1296170,1238872,1149890,1317481,1357714,1194986,1020080,1060833,,492333,570495,528203,469006,487488,525816,552045,495280,433465,483753
870840,"Gear boxes and parts thereof, for tractors, motor vehicles for the transport of ten or more ...",201869,201983,183970,202749,94418,74070,124293,131847,152998,114949,,5794347,6698628,6347103,6432894,6883929,7831725,8562310,8057202,6237398,6483538,,3788189,4076785,3987738,4136149,5082605,7112525,7609645,6397699,5156416,5495815
852691,Radio navigational aid apparatus,127135,203071,214561,179088,138426,152157,155129,112248,111832,114845,,1045860,951807,865194,840453,859288,881091,837633,934954,754087,847176,,2065801,1832298,1662324,1149564,1204555,1402147,1281550,1458339,806734,649814
261690,Precious-metal ores and concentrates (excluding silver ores and oncentrates),5544,34193,0,10796,383,6698,17139,129342,124375,113611,,273340,336113,188198,194554,161801,138942,205956,161361,208084,223171,,500516,463557,712015,617719,620802,721482,1047919,1507633,2342421,3170400
870899,"Parts and accessories, for tractors, motor vehicles for the transport of ten or more persons, ...",70976,75680,84242,85996,73178,87564,82349,73971,77829,112576,,11850020,10797792,10674546,11772683,10543240,11167993,10078492,9230539,7438310,8692030,,5939205,6304312,6504891,5738592,5775070,6303454,6759344,6405570,5337084,5841743
848120,Valves for oleohydraulic or pneumatic transmission,84311,88425,87364,98561,93845,115456,134473,139680,107943,109685,,1189307,1159489,1331673,1241463,1274520,1383397,1600494,1523507,1360170,1432278,,971157,1035624,1018244,931053,1045432,1167609,1353534,1288789,1166740,1457218
852610,Radar apparatus,60183,28302,15598,27430,22876,35003,66677,106051,84745,109678,,680134,1323191,813381,705333,972637,1364236,1496575,1796224,782921,726319,,176404,216249,218332,198717,228208,305889,429641,435263,374797,460312
391190,"Polysulphides, polysulphones and other polymers and prepolymers produced by chemical synthesis, ...",119097,110821,119973,104356,116141,143936,169763,155351,104235,109037,,942072,919777,1018582,966437,950827,1016105,1007745,922224,842089,1009832,,309953,306925,357433,329229,359623,412756,479724,445415,369522,465456
848390,"Toothed wheels, chain sprockets and other transmission elements presented separately; parts ...",98060,96916,98152,88128,96424,112204,138046,131342,101494,106542,,1175187,1132810,1257701,1153327,1109223,1184312,1288862,1343212,1254043,1455147,,1489866,1457419,1585324,1395717,1502241,1706977,1991127,1831423,1659607,2095111
901813,Magnetic resonance imaging apparatus,93096,113831,93069,76921,87489,84205,92465,98080,89331,105517,,655283,648063,723939,587188,596512,505357,508576,546375,474300,528430,,439858,444005,427436,424515,405265,383805,449599,515374,483425,655087
848140,Safety or relief valves,81399,81150,65583,78858,83285,87437,124897,139157,112017,105482,,792643,1111813,1329709,1308535,1034612,957714,879988,779487,844230,810464,,265760,259697,243551,219302,231158,262405,332089,349936,281979,285404
841459,"Fans (excluding table, floor, wall, window, ceiling or roof fans, with a self-contained electric ...",29742,30412,43656,51765,63050,71084,88498,96450,82951,104940,,952632,1080329,1091098,1013674,1048642,1049526,1126122,1101947,951951,1092865,,593277,669206,764129,652734,696326,775550,882256,891148,833635,1051452
853690,"Electrical apparatus for switching electrical circuits, or for making connections to or in ...",71613,76125,94689,94914,100480,100486,96938,97511,82619,102833,,2883403,3104255,3458183,3486138,3340448,3357788,3544062,3359760,2808969,3426669,,1548620,1562560,1745903,1528070,1569770,1587057,1708662,1534031,1463464,1873214
841229,Hydraulic power engines and motors (excluding hydraulic turbines and water wheels of heading ...,35701,39876,69293,83190,84093,75391,99118,144633,93123,101557,,437527,497674,545701,502646,465166,500929,571692,554211,467394,501454,,270903,261708,331330,321794,322441,353558,476048,534534,426411,504066
903190,"Parts and accessories for instruments, appliances and machines for measuring and checking, ...",71257,80190,88724,74334,82577,77555,98347,84490,69382,100523,,892777,881729,975481,925466,891580,1021019,1096363,1048618,960063,1031227,,604468,608658,671176,617579,612864,699714,822260,734662,621065,767595
847170,Storage units for automatic data-processing machines,245056,235132,208704,215418,128324,183607,188438,111830,109770,99836,,6456889,6090264,6002453,5416662,5839744,5963269,6073329,5296765,5073983,5167540,,4536304,4169253,4361677,4147970,3981074,4288232,4473312,4456792,4499308,4855114
293729,"Steroidal hormones, their derivatives and structural analogues, used primarily as hormones ...""",389,34394,65876,1503,27991,11398,28916,2245,2226,98311,,350662,489315,631023,786497,527197,430176,405570,637669,452121,329754,,62129,99791,109950,49912,67488,52490,80033,66359,81844,160866
401120,"New pneumatic tyres, of rubber, of a kind used for buses and lorries (excluding typres with ...",7558,6787,6370,13090,80455,66834,78640,85911,69904,97384,,2444701,2240607,2500742,2252575,1651033,1705646,1861870,1740424,1377653,1695243,,1898346,1885591,1855499,1441380,1526551,1493230,1579414,1422724,1280673,1597917
842139,Machinery and apparatus for filtering or purifying gases (excl. isotope separators and intake ...,63514,89886,74355,86146,84330,90430,102125,89759,70821,97373,,2062257,2387136,2753017,2792403,2455399,2826500,3496437,3549507,3178733,3414676,,2036618,2324730,2779678,2596928,2917839,2944020,3296360,3914856,4234800,5387227
854232,Electronic integrated circuits as memories,166900,204876,166615,119855,94599,84904,206493,155146,133572,97336,,6706999,6571676,5658997,4455963,3635717,4128720,3855285,2748638,2896225,2805928,,1093770,1127882,1230584,1110474,1049982,1504847,1969514,1435166,903952,1043284
293399,"Heterocyclic compounds with nitrogen hetero-atom[s] only (excluding those containing an unfused ...""",125969,143482,98094,89293,71657,87297,64423,52439,74098,96640,,504586,530265,507022,536058,432632,353103,265750,278542,374958,611423,,1009522,1051525,1262223,1302646,1268906,838222,689637,736190,707739,802945
970110,"Paintings, e.g. oil paintings, watercolours and pastels, and drawings executed entirely by ...",123468,276112,240341,101062,89539,110159,102196,238375,997358,96532,,5172709,5322076,7371661,7865346,8116187,8637945,10893804,8895346,5815189,6228829,,461078,542240,507108,261249,255555,235760,319786,390939,1190198,268083
680530,"Natural or artificial abrasive powder or grain, on a base of materials other than woven textile ...",32608,39717,44408,49460,53942,62789,64810,68266,73053,96243,,200980,197129,196193,223983,236798,274601,280671,271954,272249,325154,,201990,217294,231932,215521,229932,237070,250789,247494,293426,309417
260800,Zinc ores and concentrates,37013,39438,57853,41395,38026,61156,71883,49490,35902,96109,,854157,906691,1181326,1028176,977001,1483768,1562258,1365372,867367,1517455,,192844,181554,250679,174067,194302,312687,358415,273383,196866,359772
854442,"Electric conductors for a voltage <= 1.000 V, insulated, fitted with connectors, n.e.s.",98747,112157,102527,121851,111630,133042,149061,139673,109816,94195,,1663103,1863971,1905858,1974649,2381506,2534310,2767694,2627224,2183600,2597053,,1958355,2146764,2236922,2119398,2247342,2598028,2634437,2413935,2417138,2936782
392099,"Plates, sheets, film, foil and strip, of non-cellular plastics, n.e.s., not reinforced, laminated, ...",43361,48794,45622,52310,74861,83020,93405,85297,88878,93739,,760645,803031,930618,1034440,1022482,1188575,1231205,1265131,1208629,1428641,,284741,234827,208034,206712,256729,272419,297136,295099,283993,366752
820900,"Plates, sticks, tips and the like for tools, unmounted, of sintered metal carbides or cermets",78726,82686,102738,89299,88143,96066,101076,91624,74831,90609,,569697,546079,564104,506624,431229,470891,493247,487915,388876,464457,,959964,946588,964815,776274,737064,788268,889213,788395,646757,861626
847149,"Data-processing machines, automatic, presented in the form of systems """"comprising at least ...""",82390,116019,113384,69016,82633,82808,71438,73071,65242,90244,,1635204,1654760,1506009,1433613,1383835,1501563,1679352,1459876,1361362,1274712,,1069100,1053398,1235429,1087202,1165577,1269532,1509016,1650520,1345515,1309834
902730,"Spectrometers, spectrophotometers and spectrographs using optical radiations, such as UV, visible, ...",62901,59334,60567,62704,62116,66227,71997,74157,80364,89170,,738539,768845,760285,819810,853366,905526,942369,886636,866743,961628,,261629,231527,222448,239644,223379,238759,254154,230938,254799,283558
843390,"Parts of harvesting machinery, threshing machinery, mowers and machines for cleaning, sorting ...",69094,87917,66501,61112,64990,73898,74805,70612,64580,89060,,967954,965974,828945,732792,717174,814715,788898,752313,719553,978409,,618625,661331,572301,471245,485024,546675,631896,567542,546885,716621
848190,"Parts of valves and similar articles for pipes, boiler shells, tanks, vats or the like, n.e.s.",49298,53061,67589,76560,83533,96171,107275,115030,81181,86552,,2058512,2411807,2789016,2536668,2021059,2159948,2387750,2494386,1988670,2090047,,1357145,1364875,1373242,1194053,1291098,1456760,1599675,1511774,1393392,1699011
390690,"Acrylic polymers, in primary forms (excluding poly""""methyl methacrylate"""")""""",88595,90254,98980,81381,86314,85684,98639,92001,73870,84697,,1868895,2074188,1948856,1736373,1565705,1643436,1794003,1634335,1477014,1777459,,1031298,1048370,1142209,933959,913048,1000103,1097339,1035690,932582,1124222
391000,Silicones in primary forms,91083,98670,85632,78683,92586,96217,93817,86514,72210,84641,,1239354,1283833,1315214,1272995,1228731,1323080,1307003,1271211,1137556,1410585,,411498,432402,429304,370736,399289,459037,562715,488441,433069,560361
902710,Gas or smoke analysis apparatus,56280,60643,67972,112278,110984,128022,185389,154714,96200,84382,,842720,901161,891305,884275,897719,975472,1060234,1106409,947696,937295,,447874,492037,522356,588453,649974,742621,905166,920434,861064,838479
293339,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused pyridine ring, ...",250786,331545,350074,273000,226995,35117,48393,76174,108897,83765,,1678284,1653282,1381688,1786444,1336449,1152277,1141548,1095205,1218709,1405089,,1256613,1098187,1997002,2034868,2084380,2163952,3939110,2627129,3333326,1722534
841480,"Air pumps, air or other gas compressors and ventilating or recycling hoods incorporating a ...",69934,65247,80141,98199,70579,72390,93615,100704,72829,80469,,3226614,3266652,3345799,2608749,2050316,2421704,2324485,2139354,1918943,1927895,,1256782,1382225,1604704,1246283,1179281,1286702,1599191,1613098,1537057,1706428
210690,"Food preparations, n.e.s.",55684,66093,83792,48225,63233,55279,50590,89347,96512,80124,,4269494,4729595,4804847,4691573,5088757,4835636,5136485,5428778,5357505,6183409,,1405530,1548162,1695925,1427257,1534808,1648789,1766190,1773936,2024275,2272753
852990,"Parts suitable for use solely or principally with flat panel display modules, transmission ...",44198,55552,72024,49690,43399,50053,77355,108282,89169,79750,,3297569,2804669,2837821,2257050,1813820,1826533,1959733,1910295,1799997,1667365,,3341195,3015265,3023479,2406466,2387952,2565931,2751037,2784816,3273111,3695646
