Product code,Product label,"United States of America's imports from Korea, Republic of-Value in 2012","United States of America's imports from Korea, Republic of-Value in 2013","United States of America's imports from Korea, Republic of-Value in 2014","United States of America's imports from Korea, Republic of-Value in 2015","United States of America's imports from Korea, Republic of-Value in 2016","United States of America's imports from Korea, Republic of-Value in 2017","United States of America's imports from Korea, Republic of-Value in 2018","United States of America's imports from Korea, Republic of-Value in 2019","United States of America's imports from Korea, Republic of-Value in 2020","United States of America's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
580219,"Terry towelling and similar woven terry fabrics, of cotton (excluding unbleached, narrow woven ...",7,0,0,0,5,25,0,0,7,0,,19,187,104,71,89,50,40,161,372,47,,2382,1670,2125,2274,2519,3497,1936,1708,1803,2379
520949,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, made of ...",6,17,5,7,4,3,0,9,3,0,,1007,1062,324,309,280,1153,484,402,262,314,,9569,9065,8294,7820,6883,6098,6207,5503,4102,6605
521120,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,4,0,,156,54,33,107,543,17,66,16,17,2,,7275,6063,6653,4843,4860,1526,1616,2409,1401,1691
520511,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,105,1,22,75,0,0,0,0,0,,340,213,46,66,118,154,153,114,47,115,,4164,3665,5667,4005,4455,1931,1795,4842,3073,5454
530710,Single yarn of jute or of other textile bast fibres of heading 5303,0,0,0,0,0,5,0,0,23,0,,0,0,0,0,299,5,0,0,26,34,,7038,6665,7081,7408,6774,8712,8028,6552,5553,6102
531010,"Woven fabrics of jute or of other textile bast fibres of heading 5303, unbleached",0,40,5,86,81,0,0,0,0,0,,0,0,4,4,2,0,0,33,13,10,,24756,26991,28514,34205,29102,30392,29151,28415,28783,51761
540231,"Textured filament yarn of nylon or other polyamides, with a linear density of <= 50 tex per ...",157,9,63,0,58,11,0,10,42,0,,10459,4748,5046,3913,3323,4230,5232,7205,5525,5863,,25894,28160,29280,26505,23037,21464,22680,19928,12442,17982
540251,"Filament yarn of nylon or other polyamides, incl. monofilament of < 67 decitex, single, with ...",0,0,254,0,0,0,6,1,0,0,,719,421,717,310,154,244,152,173,163,254,,372,369,1045,944,485,738,1684,1360,911,634
540331,"Yarn of viscose rayon filament, incl. monofilament of < 67 decitex, single, untwisted or with ...",0,0,3,0,0,0,0,0,0,0,,343,582,203,337,472,197,24,42,6,40,,3194,3585,4051,3776,3177,3837,4827,5809,6550,5486
520526,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",940,605,305,12,76,85,0,0,0,0,,2136,1201,957,1420,333,285,95,18,2,0,,2374,2331,1168,204,313,471,365,356,212,946
520528,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",110,0,0,0,0,0,0,0,0,0,,9,13,0,1,1,0,38,13,230,0,,297,60,3,36,17,53,20,7,10,21
520615,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,4,0,0,0,0,0,0,0,,0,0,0,0,1,18,0,13,0,0,,195,1,197,25,0,8,0,0,0,0
520632,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,210,58,10,0,22,5,0,0,8,10,,2660,4084,2045,1278,958,492,374,371,190,553
520644,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,6,0,0,0,,0,0,1,4,1,0,5,0,1,0,,156,125,12,0,1,6,49,60,50,25
510119,"Greasy wool, incl. fleece-washed wool, neither carded nor combed (excluding shorn wool)",0,0,0,0,0,0,0,0,0,0,,3,1,5,29,0,9,10,0,0,0,,346,76,162,189,268,218,95,55,67,137
510219,"Fine animal hair, neither carded nor combed (excluding wool and hair of Kashmir """"cashmere"""" ...""",0,0,0,0,0,0,0,0,0,0,,0,0,53,1,2,29,0,17,0,9,,2525,3715,2668,2648,1956,2827,3217,4498,4029,7234
510320,"Waste of wool or of fine animal hair, incl. yarn waste (excluding noils and garnetted stock)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,414,379,584,682,375,693,698,819,546,777
510510,"Wool, carded",0,0,0,0,0,0,0,0,0,0,,122,0,0,0,0,15,101,39,71,3,,289,407,544,550,461,369,838,858,837,1001
510529,"Wool, combed (excluding that in fragments """"open tops"""")""""",0,0,0,0,0,0,0,0,1,0,,315,411,293,403,56,67,186,734,16,107,,23214,25426,20498,19298,14775,11841,10033,6929,4510,4576
620329,"Men's or boys' ensembles of textile materials (excluding of cotton or synthetic fibres, knitted ...",0,0,0,0,0,0,0,0,0,0,,33,0,16,2,4,21,112,1,24,43,,1,0,0,27,50,16,0,185,398,118
620429,"Women's or girls' ensembles of textile materials (excluding of wool, fine animal hair, cotton ...",0,0,0,0,0,0,0,0,0,0,,34,136,81,200,53,57,72,43,46,70,,202,174,193,232,826,115,406,587,181,213
610839,"Women's or girls' nightdresses and pyjamas of textile materials, knitted or crocheted (excluding ...",0,0,2,0,0,0,3,0,0,0,,27,14,28,0,32,4,10,0,11,1,,2289,2178,1389,1731,1787,2850,2895,3504,12360,33171
680229,"Monumental or building stone and articles thereof, simply cut or sawn, with a flat or even ...",453,57,18,7,0,4,27,15,0,0,,26,223,6,40,98,52,172,71,2,34,,14443,15785,18658,20807,24049,21284,19760,23750,21851,27312
681292,"Paper, millboard and felt of asbestos or of mixtures with a basis of asbestos or a basis of ...",0,0,0,0,0,0,0,0,0,0,,0,0,7,1,0,2,0,1,0,0,,22,81,0,5,75,0,27,0,0,5
681299,Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and ...,23,12,9,0,3,0,0,0,0,0,,230,312,602,53,77,20,45,34,6,60,,1494,1184,1719,997,404,550,1379,4216,2707,2728
690290,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods (excluding ...",166,3,36,0,24,212,15,575,4,0,,9845,11193,5863,3333,3257,4777,5114,5071,8984,738,,54908,46916,49812,55647,49221,52880,56554,44130,38619,44864
690410,"Building bricks (excluding those of siliceous fossil meals or similar siliceous earths, and ...",2,18,21,0,5,0,65,16,104,0,,235,1054,317,213,294,315,122,162,123,88,,18537,26397,26570,31590,38443,37142,39648,44720,43394,59019
680210,"Tiles, cubes and other processed articles of natural stone, incl. slate, for mosaics and the ...",0,0,0,0,0,0,36,88,0,0,,541,590,830,467,439,632,397,306,228,235,,51563,69576,76593,95316,113626,133802,155858,141136,120488,159881
700210,"Glass in balls, unworked (excluding glass microspheres <= 1 mm in diameter, glass balls of ...",0,0,27,4,6,0,0,0,0,0,,15,76,69,18,10,9,86,132,6,48,,7222,9659,12942,13444,10908,10946,6883,10118,4803,7133
700239,"Tubes of glass, unworked (excluding tubes of glass having a linear coefficient of expansion ...",5,0,3,0,0,9,9,0,3,0,,473,43,28,295,193,288,336,155,177,255,,13879,15569,15457,12602,10003,6365,9246,5765,5142,4754
701932,"Thin sheets """"voiles"""" of irregularly laminated glass fibres""""",0,0,28,259,29,32,0,61,3,0,,2337,2283,1891,1722,2487,2283,1727,1439,1488,939,,39514,39289,46055,50634,53362,48307,58660,46868,37427,72229
711510,"Catalysts in the form of wire cloth or grill, of platinum",0,0,4,9,0,0,0,0,0,0,,1307,815,751,2768,772,755,757,755,756,744,,154,572,279,193,457,487,275,1322,482,484
720928,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",0,0,0,0,0,0,0,0,0,0,,553,93,68,38,17,68,1842,284,83,95,,43,55,44,255,47,52,48,29,97,103
720260,Ferro-nickel,0,0,0,0,0,0,0,0,0,0,,1091,603,3829,52937,22181,14458,56630,77595,136880,113463,,232300,223712,326948,150833,108228,259251,326623,151695,150475,344100
720280,Ferro-tungsten and ferro-silico-tungsten,0,0,0,0,402,304,301,832,285,0,,22,96,35,1583,6817,7211,11514,19683,2781,65,,14242,19570,20290,8539,5819,5989,5113,2959,1090,866
840610,Steam and other vapour turbines for marine propulsion,0,0,0,0,14,0,12,12,0,0,,0,37,4,4,8,230,48,28,0,0,,2036,304,307,534,125,95,758,2221,94,9434
821290,Parts of non-electric razors of base metal (excluding safety razor blades and razor blade blanks ...,0,72,9,4,13,234,201,119,28,0,,1029,1667,2459,1681,1888,10707,9895,5767,11458,14792,,7612,9250,9591,7095,8379,18950,30345,29054,24404,40587
810990,"Articles of zirconium, n.e.s.",102,258,0,24,3,0,4,0,3,0,,3367,1155,2524,4479,966,120,164,232,238,263,,58641,57813,58192,56468,67423,72277,67008,67522,64918,63696
820160,"Hedge shears, two-handed pruning shears and similar two-handed shears, with working parts of ...",0,0,0,0,31,9,19,0,0,0,,181,281,291,295,372,175,297,82,140,198,,48415,47909,46141,49625,45171,50852,46953,45982,56233,56830
790120,Unwrought zinc alloys,0,3,0,0,0,0,0,0,0,0,,165544,182457,214225,258574,283713,413500,461961,338479,277417,432195,,39358,16191,17891,17191,15803,23614,14493,4551,3824,19415
790200,"Zinc waste and scrap (excluding ash and residues from zinc production heading 2620"""", ingots ...""",0,0,0,0,0,0,0,0,0,0,,725,2253,5584,3079,1530,990,399,19,179,21,,25104,25723,31372,20499,12980,20444,22177,18423,15890,21612
800200,"Tin waste and scrap (excluding ash and residues from the manufacture of tin of heading 2620, ...",0,0,0,0,4,0,0,0,0,0,,6573,189,568,985,1719,1369,1602,1100,896,1243,,26594,24014,20166,12928,5830,16555,16374,11642,9103,13597
810210,Molybdenum powders,0,0,0,0,0,0,0,0,0,0,,1094,1120,917,876,395,102,64,30,29,40,,16854,16233,20069,7835,4718,10613,15185,8652,7245,9957
750400,"Powders and flakes, of nickel (excluding nickel oxide sinters)",0,0,0,0,2,0,28,0,15,0,,1730,3348,1989,1700,2011,7318,3583,7626,7537,11688,,132103,120763,126517,99317,77510,93001,141219,129649,83954,184579
750511,"Bars, rods, profiles and wire, of non-alloy nickel, n.e.s. (excluding electrically insulated ...",0,0,0,0,0,0,0,0,0,0,,1,0,0,0,17,6,196,1390,262,2,,8412,1387,2401,1793,1416,1957,2232,2957,4118,1740
760521,"Wire of aluminium alloys, with a maximum cross-sectional dimension of > 7 mm (excluding stranded ...",6265,38,0,3,47,0,0,0,0,0,,768,1346,1021,594,735,3045,1898,763,2325,2158,,120128,150241,155464,107702,107276,104809,124229,100458,70329,150868
740500,"Master alloys of copper (excluding phosphorus-copper compounds copper phosphide"""" containing ...""",4369,4131,4558,4447,3737,2410,952,0,0,0,,16715,16297,17181,14249,13617,14006,13777,13820,13986,27306,,15832,13018,10916,9521,7748,8279,9337,10052,6872,5542
730422,"Drill pipe, seamless, of stainless steel, of a kind used in drilling for oil or gas",0,0,0,0,0,0,36,0,0,0,,296,960,86,102,222,160,416,95,38,1094,,3433,1642,4267,1796,1325,2165,2699,1669,1414,435
730621,"Casing and tubing of a kind used in drilling for oil or gas, welded, of flat-rolled products ...",0,107,0,0,59,0,0,0,0,0,,1565,982,2093,2915,1952,12980,955,388,529,10,,3310,1758,2040,3167,392,3314,3082,1634,327,516
722410,"Steel, alloy, other than stainless, in ingots or other primary forms (excluding waste and scrap ...",0,0,0,0,0,0,0,0,0,0,,665,534,1486,2791,5202,2689,2182,3364,954,1011,,18451,21273,47103,27960,28271,25950,16492,10476,10115,9670
722591,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...""",80,0,0,0,0,0,0,0,290,0,,328,40588,80874,58909,65565,73898,85325,84881,104578,126577,,40697,37582,42082,35244,63743,66935,38867,27957,21516,29273
722691,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, not further ...",0,0,78,10,103,339,3,3,0,0,,20654,22784,22148,14474,14885,15787,20823,20160,15395,18829,,28164,31084,38150,30549,31067,35616,42740,36036,26610,39316
721220,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,30,73,20,270,6,0,0,0,,42548,36566,47383,30430,33024,36667,22435,21420,16729,23981,,13665,16067,13567,15099,14525,21191,16089,14138,8450,13655
721912,"Flat-rolled products of stainless steel, of a width of>= 600 mm, not further worked than hot-rolled, ...",1440,862,33,0,0,0,558,162,0,0,,223414,180770,247514,182632,157071,178581,264256,224534,192146,178583,,268978,121756,49334,30735,23126,44438,38928,34863,19007,26529
847432,Machines for mixing mineral substances with bitumen,0,0,0,0,0,0,0,14,2,0,,27651,28898,47757,38850,22081,14794,15279,11884,11891,14149,,2482,865,1456,3713,6933,10637,4701,9184,11457,11056
847030,"Calculating machines, non-electronic",0,0,0,0,0,0,406,0,12,0,,150,74,127,24,154,7,2553,2,60,35,,9711,7054,6555,13378,12483,9154,4583,3028,5534,3896
847751,Machinery for moulding or retreading pneumatic tyres or for moulding or otherwise forming inner ...,23,1016,0,13999,0,50,5,0,21,0,,44879,34931,65283,50890,14572,2576,10075,7110,13,2182,,76156,85446,147428,176557,82506,123672,48510,59941,30748,51861
847971,"Passenger boarding bridges, of a kind used in airports",0,0,0,0,0,0,0,0,0,0,,0,1591,1503,152,5,20,56,4,1,1,,482,366,652,135,417,38,1112,1996,7832,15422
850640,Silver oxide cells and batteries (excluding spent),0,0,0,0,0,0,0,0,0,0,,638,902,717,924,627,830,304,62,173,3,,23044,24167,20604,21827,21664,23171,18481,19635,23561,38443
845610,"Machine tools for working any material by removal of material, operated by laser or other light ...",8279,7169,8181,8894,9174,0,0,0,0,0,,80142,94347,163343,205416,176532,0,0,0,0,0,,361037,348038,407466,401332,442212,0,0,0,0,0
846023,"Cylindrical grinding machines for finishing metal, numerically controlled (excl. gear finishing ...",0,0,0,0,0,321,146,84,0,0,,0,0,0,0,0,4426,3388,3861,851,3171,,0,0,0,0,0,68768,70482,83483,55043,64971
843920,"Machinery for making paper or paperboard (excluding dryers and other heating appliances, calenders ...",0,69,0,0,0,0,0,0,0,0,,2706,6420,1658,2108,321,1999,2229,6611,2155,677,,39321,15957,32442,39028,21961,68394,25400,59058,124615,14200
844811,"Doobies and jacquards; card reducing, copying, punching or assembling machines for use therewith",0,0,0,0,0,0,0,0,12,0,,405,284,426,654,750,396,552,258,566,183,,4255,7014,6159,7527,6670,9171,3053,1159,805,2764
844312,"Offset printing machinery, sheet fed [office type], using sheets of a side <= 22 x 36 cm in ...",0,0,0,50,56,0,0,0,0,0,,146,988,171,658,166,473,0,19,0,4,,402,2184,6703,1431,4959,2391,3547,7656,1349,2986
844314,"Letterpress printing machinery, reel fed (excluding flexographic printing machinery)",0,0,145,0,46,0,114,0,0,0,,176,486,121,0,1592,545,75,829,52,227,,3798,253,418,313,1011,325,521,1080,4215,224
844316,Flexographic printing machinery,0,353,0,408,325,25,0,50,39,0,,1649,2713,784,1472,2064,3840,1146,1077,1542,780,,148409,154042,155963,161098,188515,175176,169641,196527,121086,159382
843020,"Snowploughs and snowblowers (excluding those mounted on railway wagons, motor vehicle chassis ...",0,0,0,0,170,0,92,2,0,0,,405,196,61,98,77,2,21,6,0,42,,96881,61513,117957,154860,136766,162232,150716,228469,233499,294652
843830,"Machinery for sugar manufacture (excluding centrifuges and filtering, heating or refrigerating ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,522,1079,125,115,100,6,0,,4806,1191,9944,2455,2120,1359,3249,8563,6897,3133
843629,"Poultry-keeping machinery (excluding machines for sorting or grading eggs, poultry pickers ...",22,0,0,0,0,0,0,0,29,0,,22,270,1277,592,316,401,768,931,1031,586,,42889,46740,106469,142278,193419,96324,119896,129471,128163,179084
411520,"Parings and other waste of leather or of composition leather, not suitable for the manufacture ...",0,0,0,0,0,0,2,1,0,0,,4220,4382,4788,3557,3112,3226,2882,1333,1104,923,,1912,2300,2394,760,818,1370,521,559,420,893
450310,"Corks and stoppers of all types, of natural cork, incl. round-edged blanks",0,0,0,0,0,0,15,0,0,0,,30,69,36,14,0,12,10,16,0,13,,144727,139399,181775,192109,158292,152071,171380,158238,163887,173269
460194,"Plaits and similar products of vegetable plaiting materials, whether or not assembled into ...",82,32,47,72,135,216,41,11,27,0,,37,17,26,16,23,44,25,7,3,2,,11510,10566,11082,13301,9087,12472,14360,10182,10337,13417
460219,"Basketwork, wickerwork and other articles, made directly to shape from vegetable plaiting materials ...",558,477,494,532,990,1010,344,0,0,0,,509,464,484,527,970,1112,551,205,242,394,,224616,225076,225452,239466,229159,234462,258673,253065,234611,353247
470610,Pulp of cotton linters,0,0,0,0,0,0,0,0,0,0,,0,20,166,638,0,0,0,300,0,0,,5207,982,846,244,3415,13613,9467,4912,3820,2173
440910,"Coniferous wood, incl. strips and friezes for parquet flooring, not assembled, continuously ...""",18,250,0,121,27,6,0,0,0,0,,43,254,67,256,84,142,87,8,18,10,,672662,829587,850138,892544,847182,989012,994849,1012769,1063855,1571907
440929,"Wood, incl. strips and friezes for parquet flooring, not assembled, continuously shaped """"tongued, ...""",157,0,0,178,0,185,0,74,0,0,,705,289,185,238,111,107,362,161,49,441,,311987,302325,343127,343688,326116,313336,334306,269979,221054,283817
441012,"Oriented strand board """"OSB"""", of wood""""",0,0,0,0,0,0,0,0,0,0,,68,40,34,208,270,239,299,84,0,0,,793273,1126689,936332,947652,1236236,1458690,1653748,1091720,1745010,4096566
441871,"Flooring panels for mosaic floors, assembled, of wood",0,0,0,0,0,0,0,0,0,0,,74,106,19,30,17,0,0,0,0,0,,2830,1696,2358,2921,3374,0,0,0,0,0
441874,"Flooring panels for mosaic floors, assembled, of wood other than bamboo",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,10,15,32,10,3,,0,0,0,0,0,5256,1723,1339,827,358
441890,"Builders' joinery and carpentry, of wood, incl. cellular wood panels (excluding windows, French ...",46,57,0,52,45,0,0,0,0,0,,3983,3167,4964,2355,3432,0,0,0,0,0,,736365,930762,1006271,1080706,1097524,0,0,0,0,0
410631,"Hides and skins of swine, in the wet state (incl. wet-blue), tanned, without wool on, whether ...",0,22,0,0,0,0,0,0,0,0,,2221,1747,501,323,762,292,84,19,49,247,,193,41,37,89,53,19,96,89,417,400
410799,"Leather """"incl. parchment-dressed leather"""" of the portions, strips or sheets of  hides and ...""",3051,1957,1243,1060,672,574,838,206,0,0,,122345,116415,80505,51284,37644,33851,20774,15831,10736,12309,,43685,43315,50096,42403,47513,26468,17345,15275,10901,16919
400610,"'Camel-back' strips of unvulcanised rubber, for retreading rubber tyres",87,154,375,420,108,182,246,181,61,0,,0,2,0,0,0,0,2,0,2,0,,857,1366,1905,1202,488,562,688,836,445,344
420600,"Articles of gut, goldbeater's skin, bladders or tendons (excluding silkworm gut, sterile catgut, ...",51,24,88,0,71,10,0,0,0,0,,1,38,27,0,0,0,1,15,2,3,,6752,6568,8271,7017,6284,5780,5050,6117,5437,5351
430160,"Raw furskins of fox, with or without heads, tails or paws",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,78,0,0,14,,4180,5059,5111,5112,3022,4120,5947,4090,1907,2633
440121,Coniferous wood in chips or particles (excluding those of a kind used principally for dying ...,0,0,0,0,0,0,0,0,0,0,,0,0,7,0,16,13,13,4,19,18,,706,195,379,1080,3388,1336,2098,2192,3232,4633
440131,Wood pellets,0,0,0,0,0,0,0,45,0,0,,5,1,3,215,8,1,375,18,0,0,,18438,31401,47029,45782,34745,41130,44890,45636,46011,46823
440323,"Fir """"Abies spp."""" and spruce """"Picea spp."""" in the rough, of which the smallest cross-sectional ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,92,5,6,,0,0,0,0,0,0,6962,21090,25164,20304
440420,"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; ...",0,0,0,0,0,0,0,0,0,0,,0,2,5,0,0,0,0,0,36,62,,1492,680,1324,1023,1019,1444,2104,2303,2326,2512
440729,"Tropical wood, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...""",0,21,0,0,0,0,0,0,8,0,,156,98,427,143,72,298,347,187,280,627,,168231,160783,179122,182068,158592,164281,177405,208514,176702,222687
440791,"Oak """"Quercus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,198,72,20,140,78,36,49,65,0,5,,6847,10672,13779,16368,20024,20078,23250,22751,18839,21071
440799,"Wood, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ...""",0,0,0,5,32,0,0,0,0,0,,703,598,1046,334,606,1157,1287,943,1133,994,,110806,118750,129516,137776,134331,129351,119469,74623,50321,62413
382312,"Oleic acid, industrial",0,0,0,0,0,0,0,0,0,0,,2112,3230,5335,4382,4143,4664,4673,2946,3615,5267,,17763,12099,11036,6401,10902,12556,12969,9581,13417,21540
382483,"Mixtures and preparations containing tris""""2,3-dibromopropyl"""" phosphate""""",0,0,0,0,0,0,0,0,0,0,,0,0,23,0,0,0,0,0,0,0,,66,53,47,0,3,6,6,0,0,0
380400,"Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or ...""",0,0,0,0,0,0,0,0,0,0,,328,529,19,257,534,516,366,147,245,295,,37952,28009,35110,30911,28862,38920,35708,28790,30498,32188
382550,"Wastes of metal pickling liquors, of hydraulic fluids, brake fluids and anti-freeze fluids",0,0,0,0,0,0,0,0,0,0,,2,0,0,0,20,10,15,2,0,0,,296,359,369,185,140,77,170,192,100,8
390512,"Poly""""vinyl acetate"""", in aqueous dispersion""""",0,0,0,4,0,0,0,0,0,0,,567,390,509,400,478,476,498,331,348,729,,19793,13091,18572,16573,17651,19588,17668,15917,16798,23838
391520,"Waste, parings and scrap, of polymers of styrene",0,0,227,0,0,11,2,0,0,0,,10,96,107,0,48,146,0,25,1,2,,11743,9677,7012,4219,5228,4920,6961,8154,6583,8456
292146,"Amfetamine """"INN"""", benzfetamine """"INN"""", dexamfetamine """"INN"""", etilamfetamine """"INN"""", fencamfamine ...""",0,0,0,0,0,0,0,0,0,0,,0,0,82,0,0,0,0,0,0,0,,1772,4191,1958,2882,2807,3193,3191,3638,4014,4577
293371,"6-Hexanelactam """"epsilon-caprolactam""""""""",0,0,0,0,29,97,791,0,0,0,,81727,315,226,6332,50935,96066,81023,68614,52746,78372,,4085,3197,2927,1875,5425,29119,54030,45346,21234,15632
293392,"Azinphos-methyl """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,544,81,0,7,53
292231,"Amfepramone """"INN"""", methadone """"INN"""" and normethadone """"INN"""", and salts thereof""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1166,0,12,39,50,32,228,23,381,367
292330,Tetraethylammonium perfluorooctane sulphonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,22,1,3,,0,0,0,0,0,0,3,28,4,28
292425,"Alachlor """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,136528,104174,7,0,0
292630,"Fenproporex """"INN"""" and its salts; methadone """"INN""""-intermediate """"4-cyano-2-dimethylami ...""",0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,,3,7,40,0,0,0,12,6,15,40
293110,Tetramethyl lead and tetraethyl lead,3,0,0,0,0,0,0,0,15,0,,46,0,0,2,2,2,0,0,0,0,,11454,11834,9900,7062,5183,6755,8397,4189,3319,2385
293214,Sucralose,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,15,82,37,0,5,,0,0,0,0,0,56004,57655,68479,52853,90696
293721,"Cortisone, hydrocortisone, prednisone """"dehydrocortisone"""" and prednisolone """"dehydrohydr ...""",0,0,0,0,0,0,0,0,0,0,,17,35,363,39,0,0,1045,1021,455,877,,36623,43073,43184,37451,25306,24132,28734,31022,29165,22255
293919,"Alkaloids of opium and their derivatives, and salts thereof (excluding concentrates of poppy ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,66,0,0,0,,58338,73240,64703,53951,33857,24131,14784,15825,11548,10380
293963,Lysergic acid and its salts,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,4,0,8,0,0
293991,"Cocaine, ecgonine, levometamfetamine, metamfetamine """"INN"""", metamfetamine racemate, and salts, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,71,36,51,83,20,0,0,0,0,0
300230,Vaccines for veterinary medicine,0,9,36,0,0,0,0,0,0,0,,6686,8609,11759,14559,19709,20045,25476,24995,27792,32426,,6535,9223,5749,10880,9568,13706,14032,14301,9575,11018
310319,"Superphosphates (excl. such products containing by weight => 35 % of diphosphorus pentaoxide, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5081,689,240,503,874
310490,"Carnallite, sylvite and other crude natural potassium salts, potassium magnesium sulphate and ...",0,135,0,0,0,0,0,0,55,0,,0,453,314,597,38,126,229,58,93,230,,20032,10204,22018,9369,9177,9262,13017,12618,30227,51669
320110,Quebracho extract,0,0,0,0,0,0,0,0,0,0,,82,58,97,85,22,84,33,68,16,40,,8493,7810,9740,3812,5082,5954,7364,6170,5618,7357
320190,Tanning extracts of vegetable origin (excluding quebracho extract and wattle extract); tannins ...,0,0,0,0,0,0,0,0,0,0,,32,76,17,25,6,11,32,32,9,29,,9093,9517,9494,9296,8921,9633,10336,9624,10415,13999
320210,Synthetic organic tanning substances,0,0,0,0,0,0,0,0,0,0,,4197,4249,4022,3423,3415,3661,3253,3093,2516,4651,,4654,3691,6582,4549,5676,5183,4072,2248,2798,4047
330112,"Oils of sweet and bitter orange, whether or not terpeneless, incl. concretes and absolutes ...",0,0,0,0,0,0,0,0,0,0,,35,1,6,2,1,3,8,16,6,128,,71185,62342,64291,77793,118425,162989,172145,115110,96376,113545
330119,"Essential oils of citrus fruit, whether or not terpeneless, incl. concretes and absolutes (excluding ...",0,9,0,0,0,0,0,17,0,0,,37,59,31,66,188,39,55,58,770,131,,63976,77309,107701,118595,113070,134168,122810,92282,95088,121730
293625,"Vitamin B6 and its derivatives, used primarily as vitamins",0,0,0,0,178,0,0,0,0,0,,5,66,66,189,22,64,3,6,1,2,,37833,35217,33204,31980,44284,49320,62436,37853,43153,37561
370255,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,12,0,0,7,0,0,6,0,0,,124,24,0,5,0,0,0,0,0,0,,26036,4714,139,150,79,157,356,181,96,121
340311,Textile lubricant preparations and preparations of a kind used for the oil or grease treatment ...,13,15,11,0,0,30,5,0,0,0,,14176,12448,8899,7902,6418,6244,8203,5995,5225,7176,,3239,3250,3069,2805,3840,3590,3283,6337,4845,6379
290891,"Dinoseb """"ISO"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,1524,1476,1790,1801,563,686,70,0,0,777,,1374,1464,1190,1063,981,605,229,238,0,0
