Product code,Product label,"Korea, Republic of's imports from Australia-Value in 2012","Korea, Republic of's imports from Australia-Value in 2013","Korea, Republic of's imports from Australia-Value in 2014","Korea, Republic of's imports from Australia-Value in 2015","Korea, Republic of's imports from Australia-Value in 2016","Korea, Republic of's imports from Australia-Value in 2017","Korea, Republic of's imports from Australia-Value in 2018","Korea, Republic of's imports from Australia-Value in 2019","Korea, Republic of's imports from Australia-Value in 2020","Korea, Republic of's imports from Australia-Value in 2021",Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,"Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
283220,Sulphites (excluding sodium),0,0,0,0,0,74,0,0,0,0,,35,28,72,49,423,91,54,25,144,69,,962,2100,2517,924,566,778,487,556,552,447
283319,Sodium sulphates (excluding disodium),0,89,0,0,0,0,0,0,0,0,,1593,1482,449,2058,584,622,136,42,62,16,,736,689,1282,2075,1877,1360,1549,1635,1309,1483
283322,Sulphate of aluminium,0,0,0,0,0,0,0,0,0,0,,68,45,34,13,70,26,90,6,16,62,,62,27,148,141,127,111,199,247,438,665
283340,"Peroxosulphates """"persulphates""""""""",0,0,0,0,0,0,0,0,0,0,,18,15,100,119,177,162,10,21,52,81,,24796,25202,26107,24137,25873,27510,28190,30001,25969,23430
283525,"Calcium hydrogenorthophosphate """"dicalcium phosphate""""""""",0,0,0,0,0,0,0,0,0,0,,252,210,173,123,99,168,241,256,241,188,,18804,17660,11698,11772,10124,8426,7664,7203,5348,7171
283526,"Phosphates of calcium (excluding calcium hydrogenorthophosphate """"dicalcium phosphate"""")""""",0,0,0,0,0,0,0,0,0,0,,44,310,349,312,222,321,355,437,92,26,,9564,8789,7472,8787,11198,11128,12712,14930,16777,22976
283531,"Sodium triphosphate """"sodium tripolyphosphate"""", whether or not chemically defined""""",2,0,0,0,0,0,0,0,0,0,,0,0,0,35,189,123,46,149,84,81,,7047,7069,6092,5562,5518,5651,5601,5553,5226,7525
283620,Disodium carbonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,2687,4027,2024,774,689,500,1627,,124307,107943,124682,128364,124445,126218,136911,126830,99648,108819
283660,Barium carbonate,0,0,0,0,0,0,0,0,0,0,,0,90,42,0,2,0,0,0,0,5,,11230,9965,9422,6024,8609,11479,13109,11377,8924,14846
283711,Sodium cyanide,0,0,0,0,0,0,0,0,0,0,,9,15,2,17,0,1,31,0,0,550,,4998,3830,4028,2846,257,206,8,36,3,4
284180,"Tungstates """"wolframates""""""""",6,11,25,14,7,4,0,0,0,0,,959,1026,1261,898,887,760,611,718,550,558,,529,1766,1362,1067,655,680,1103,718,1182,1591
290110,Saturated acyclic hydrocarbons,0,0,0,0,0,4,5,4,0,0,,77,77,62,39,178,88,284,113,18,262,,23522,24469,26832,14831,16136,17064,160525,158647,234543,69373
281530,Peroxides of sodium or potassium,0,0,0,0,0,0,0,0,0,0,,114,248,33,78,263,187,73,60,52,52,,33,32,17,24,33,75,105,109,103,990
282490,"Lead oxides (excluding monoxide """"litharge, massicot"""")""""",0,0,0,0,0,0,0,0,0,0,,33,248,183,440,71,304,191,166,84,199,,384,109,92,572,124,78,102,188,73,107
282530,Vanadium oxides and hydroxides,0,0,0,0,0,0,0,0,0,0,,3,0,13,0,27,0,0,6,23,34,,38515,15796,13150,37834,40029,82285,162781,108432,45050,75084
282619,Fluorides (excluding of aluminium and mercury),0,0,0,0,0,0,0,0,0,0,,106,33,25,26,30,64,13,7,0,0,,47081,44540,50549,67269,61300,70548,71200,68129,61743,67420
270120,"Briquettes, ovoids and similar solid fuels manufactured from coal",0,0,0,6,0,32,0,0,0,0,,955,668,237,59,111,55,59,103,12,52,,18681,10578,8214,7802,6111,3779,3884,1693,205,21
270740,Naphthalene containing > 50% of naphthalene (excluding chemically defined),0,0,0,0,24,62,159,0,0,0,,0,0,0,0,0,0,0,0,0,0,,7677,6930,3591,4514,4567,3583,3983,1762,1450,972
270791,Creosote oils (excluding chemically defined),14175,6576,0,679,0,0,0,0,0,0,,0,0,5207,317,4686,9106,16190,10390,9895,13616,,148239,96495,30267,20091,6934,3369,2767,0,920,0
270810,Pitch obtained from coal tar or from other mineral tars,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4,17,0,,637,850,804,884,1503,1894,4040,3880,4221,5194
251520,Ecaussine and other calcareous monumental or building stone of an apparent specific gravity ...,0,0,0,0,0,0,0,0,0,0,,2,15,0,28,30,173,276,18,0,2,,46,174,423,64,234,260,91,19,60,0
251810,"Crude dolomite, not calcined or not sintered, incl. dolomite roughly trimmed or merely cut, ...""",0,0,0,0,0,0,0,0,0,0,,1527,441,2,6,596,55,70,2,0,1,,3579,4276,4913,4188,3237,1255,1136,1616,1233,907
251990,"Fused magnesia; dead-burned """"sintered"""" magnesia, whether or not containing small quantities ...""",0,0,157,304,217,336,0,5,0,0,,59619,0,0,0,0,0,0,0,0,0,,99879,86317,88522,79956,69684,103957,105921,94882,66476,112264
252020,"Plasters consisting of calcined gypsum or calcium sulphate, whether or not coloured, with or ...",0,5,0,0,0,0,0,12,0,0,,260,154,203,420,300,572,516,575,512,497,,4403,3912,11381,10871,15101,27908,8029,9191,8569,20277
252329,"Portland cement (excluding white, whether or not artificially coloured)",5,0,0,0,0,0,0,0,0,0,,2801,2126,2052,1560,2107,1434,2953,1065,655,1202,,33430,37369,45147,57923,53253,37282,29223,26343,22991,24537
252330,Aluminous cement,0,0,0,0,0,0,0,0,0,0,,640,659,800,91,405,93,139,115,88,147,,6451,6923,6562,5862,6556,6169,6388,6070,6581,6976
280450,Boron; tellurium,0,0,0,0,0,0,0,0,0,0,,134,197,1,156,139,76,373,326,661,823,,1326,1522,1849,1309,1670,2887,4419,2460,1614,2470
280480,Arsenic,0,0,0,0,0,0,0,0,0,0,,35,3,0,43,1,4,0,0,1,0,,434,552,486,460,328,140,180,264,283,569
280530,"Rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed",0,0,0,0,0,1,0,0,0,0,,0,0,0,4,0,0,0,0,0,0,,5664,3504,3288,7339,3904,5671,5787,9979,7461,9832
280800,Nitric acid; sulphonitric acids,0,0,0,0,0,0,0,0,0,0,,256,250,68,83,118,135,103,88,77,54,,3293,972,1194,2440,1022,1115,791,651,816,1501
280910,Diphosphorus pentaoxide,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,5,1,9,,1145,1070,1348,983,1251,1352,1478,1145,1206,2032
281121,Carbon dioxide,0,3,1,0,0,0,0,0,0,0,,1637,2978,2436,2087,1149,1081,1590,1489,2196,3343,,446,667,1084,888,1350,1270,1527,1525,6183,15908
281211,"Carbonyl dichloride """"phosgene""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,2,0,0,0
281390,Sulphides of non-metals (excluding carbon disulphide); commercial phosphorus trisulphide,0,0,0,0,0,0,0,0,0,0,,0,10,0,0,0,7,0,5,0,0,,2864,2540,2355,2763,5130,10120,18106,17178,18108,11381
200969,"Grape juice, incl. grape must, unfermented, Brix value > 30 at 20¡ÆC, whether or not containing ...",1,0,0,0,0,2,5,16,0,0,,4893,9540,6681,6016,6623,7942,8383,6338,4569,5453,,42643,44887,38389,27041,18633,22881,25868,23343,20909,22439
220840,Rum and other spirits obtained by distilling fermented sugar-cane products,0,0,0,0,0,0,0,0,0,0,,3688,3598,3656,3802,4449,5219,4357,6435,3246,4354,,1741,1963,1951,1944,1967,1846,2276,2586,2047,2438
230230,"Bran, sharps and other residues of wheat, whether or not in the form of pellets, derived from ...",0,0,0,0,0,0,0,0,0,0,,15485,15609,19874,11363,10426,21780,15642,8591,23961,21120,,65406,58946,51306,33399,24804,20339,16452,13673,17909,23884
250300,"Sulphur of all kinds (excluding sublimed sulphur, precipitated sulphur and colloidal sulphur)",0,0,0,0,0,0,0,0,0,0,,184,192,92,36,16,339,996,915,143,45,,8556,3670,5272,3700,2123,1674,2821,2494,1821,8479
250490,Natural graphite (excluding in powder or in flakes),0,0,0,0,0,0,0,0,0,0,,0,52,0,0,7,22,2,46,31,24,,4190,1991,578,174,284,1123,277,357,95,91
250830,Fireclay (excluding kaolin and other kaolinic clays and expanded clay),0,0,0,0,0,0,0,0,0,0,,82,161,79,64,73,51,87,117,115,126,,1011,1670,2585,1720,1385,2818,2527,3411,3955,3236
200560,"Asparagus, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",0,0,0,0,0,0,0,0,0,0,,9,46,2,0,3,3,3,28,4,0,,30,23,39,28,20,27,22,5,1,0
200791,"Citrus fruit jams, jellies, marmalades, pur?es or pastes, obtained by cooking, whether or not ...",0,0,0,2,2,2,1,2,0,0,,2124,1705,1202,274,237,280,166,372,512,545,,640,767,698,645,825,1086,1384,981,891,786
190430,"Bulgur wheat in the form of worked grains, obtained by cooking hard wheat grains",0,0,0,0,0,0,0,0,0,0,,4,0,0,2,56,15,4,3,107,174,,0,2,0,3,11,5,117,13,49,34
180200,"Cocoa shells, husks, skins and other cocoa waste",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,27,28,2,39,44,,1,168,1759,1710,737,633,274,46,131,270
180320,"Cocoa paste, wholly or partly defatted",0,0,0,0,0,0,0,0,0,0,,125,0,225,83,184,111,56,0,8,2,,2,22,43,5,10,5,4,2,22,9
160530,"Lobster, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,0,1,0,10,0,16,0,0,15,1,,116,132,365,1062,758,812,4011,2290,1407,1404
160554,"Cuttlefish and squid, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,323,96,250,317,4,231,4,0,13,219,,72799,59594,77927,75563,98506,105508,157602,145734,146433,128575
160555,"Octopus, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,0,0,8,8,0,1,3,7,19,20,,6399,5271,7132,8907,29384,37890,50238,43850,38821,43627
450110,"Natural cork, raw or simply prepared """"merely surface-worked or otherwise cleaned""""""""",0,0,0,0,0,0,0,0,0,0,,0,18,0,2,0,0,0,8,0,108,,167,199,118,48,7,261,178,253,174,301
450410,"Tiles of any shape, blocks, plates, sheets and strip, solid cylinders, incl. discs, of agglomerated ...",0,1,0,0,0,0,0,0,6,0,,596,232,70,106,235,105,78,104,38,127,,1677,1968,1792,2639,3449,3879,4344,2562,2396,2757
450490,"Agglomerated cork, with or without a binding substance, and articles of agglomerated cork (excluding ...",0,0,0,0,0,0,0,0,0,0,,514,192,105,56,82,70,117,36,42,89,,521,443,605,809,947,902,760,634,634,591
460193,"Plaits and similar products, of rattan plaiting materials, whether or not assembled into strips; ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,51,25,1,2,13,74,160,48,161,239
460211,"Basketwork, wickerwork and other articles, made directly to shape from bamboo plaiting materials ...",0,0,0,0,0,0,3,1,2,0,,4,5,21,9,9,17,14,27,35,15,,4958,5162,4767,4673,3446,2522,2657,2927,3394,3144
470311,"Unbleached coniferous chemical wood pulp, soda or sulphate (excluding dissolving grades)",0,59,526,0,0,0,1,0,0,0,,1,0,0,0,0,0,0,0,0,0,,107670,120797,127860,107857,97269,114455,151377,120417,97601,143195
440324,"Fir """"Abies spp."""" and spruce """"Picea spp."""" in the rough, of which the smallest cross-sectional ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,22,0,0,0,,0,0,0,0,0,9281,8183,11822,17303,23980
440396,"Birch """"Betula spp."""" in the rough, of which no cross-sectional dimension is =>15 cm, whether ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,45,12,22,10,18
440692,"Railway or tramway sleepers """"cross-ties"""" of wood, impregnated, non-coniferous""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,82,69,85,174,31,,0,0,0,0,0,6,0,0,0,0
440721,"Mahogany """"Swietenia spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not ...""",0,0,0,0,22,17,0,0,49,0,,0,2,0,0,0,0,22,0,0,330,,55,57,3,56,118,94,107,34,52,59
440726,"White lauan, white meranti, white seraya, yellow meranti and alan, sawn or chipped lengthwise, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,0,0,,996,1880,1828,2636,1661,467,629,877,298,239
440728,"Iroko, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ...",0,0,0,0,0,0,0,0,0,0,,36,0,0,0,0,0,0,0,0,0,,2,4,2,14,20,0,6,0,0,56
440792,"Beech """"Fagus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,28,0,0,0,0,0,10,208,1291,527,,1395,1013,1425,1608,1454,1043,1192,934,1252,1513
430230,"Tanned or dressed whole furskins and pieces or cuttings thereof, assembled, without the addition ...",0,0,0,0,0,0,0,0,0,0,,218,701,341,86,12,96,80,54,1,3,,68087,70673,47724,29272,23333,32537,36951,21259,10569,12219
440310,"Wood in the rough, treated with paint, stains, creosote or other preservatives (excluding rough-cut ...",0,0,0,0,0,0,0,0,0,0,,6377,4912,2826,3044,3873,0,0,0,0,0,,98,481,480,6,0,0,0,0,0,0
440312,"Wood in the rough, treated with paint, stains, creosote or other preservatives, non-coniferous ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2975,2295,2189,2340,2691,,0,0,0,0,0,8,22,19,0,63
400259,"Acrylonitrile-butadiene rubber """"NBR"""", in primary forms or in plates, sheets or strip (excluding ...""",0,0,0,0,1,0,0,0,0,0,,1,8,9,17,38,12,38,100,79,72,,16102,15110,16113,14275,12261,14651,11654,11877,14212,19918
400270,"Ethylene-propylene diene rubber """"EPDM"""", non-conjugated, in primary forms or in plates, sheets ...""",0,0,0,0,4,0,0,0,0,0,,77,242,113,87,166,26,253,89,74,123,,24009,25633,29872,31354,33818,35381,36955,32174,34256,49004
400829,"Rods, tubes and profile shapes, of non-cellular rubber",7,0,0,0,0,0,0,2,1,0,,2418,1179,915,1459,713,702,1320,2262,1011,1471,,10548,10341,10425,9466,7442,6138,5621,3191,3645,3726
400911,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), not reinforced or otherwise ...",1,0,0,0,0,0,1,0,0,0,,4077,2640,2725,3010,2898,5737,9711,7549,5092,6184,,32996,20196,15782,12778,12670,10132,11682,11700,10753,11118
410229,"Raw skins of sheep or lambs, without wool on, fresh or salted, dried, limed or otherwise preserved, ...",0,0,0,0,0,0,0,0,0,0,,11,435,524,646,626,437,416,56,28,118,,15,25,0,43,17,0,2,4,65,39
410419,"Hides and skins of bovine """"incl. buffalo"""" or equine animals, in the wet state """"incl. wet-blue"""", ...""",229,474,346,0,0,74,285,263,62,0,,47274,60912,65182,52467,35150,31736,211,1030,134,753,,38241,62430,86375,52848,16870,11766,8816,9973,5339,9913
410632,"Hides and skins of swine, in the dry state (crust), without wool on, whether or not split (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,2,0,0,0,3,,117,136,118,77,32,162,107,34,12,23
410712,"Grain splits leather """"incl. parchment-dressed leather"""", of the whole hides and skins of ...""",0,0,1,0,0,0,0,0,0,0,,45805,45968,42136,50635,34078,17638,22102,15992,17814,21641,,73233,101830,96091,70193,60206,36675,45175,38194,32432,40776
410791,"Full grains leather """"incl. parchment-dressed leather"""", unsplit, of the portions, strips ...""",0,0,0,1,0,0,0,0,0,0,,61,0,117,33,0,25,0,11,16,23,,1908,1991,2719,1787,1787,2761,1868,2404,2690,3026
411200,"Leather further prepared after tanning or crusting incl. parchment-dressed leather"""", of sheep ...""",0,0,2,0,0,0,0,0,0,0,,208,155,238,195,84,101,261,28,95,294,,72180,70478,56953,54438,53200,46616,47005,43991,35612,46264
500600,"Silk yarn and yarn spun from silk waste, put up for retail sale; silkworm gut",0,0,0,0,0,0,0,0,0,0,,296,901,1488,636,0,0,0,0,1,2,,447,384,122,337,304,87,213,177,206,100
500790,"Woven fabrics containing predominantly, but < 85% silk or silk waste by weight",0,0,0,0,0,0,0,0,0,0,,739,2153,693,1666,1157,714,791,949,137,161,,3541,2785,2738,3045,3635,2975,2873,3246,2123,3177
510119,"Greasy wool, incl. fleece-washed wool, neither carded nor combed (excluding shorn wool)",0,0,0,0,0,0,0,0,0,0,,5076,3171,3584,2082,7043,12763,1497,14458,30343,12325,,0,1,0,145,227,150,0,0,0,0
510219,"Fine animal hair, neither carded nor combed (excluding wool and hair of Kashmir """"cashmere"""" ...""",0,0,0,0,0,0,0,0,0,0,,2037,1557,2336,1877,1467,1459,1584,1640,1992,2921,,6615,8984,11567,11574,7700,3610,2425,2866,1864,1945
510320,"Waste of wool or of fine animal hair, incl. yarn waste (excluding noils and garnetted stock)",13,0,0,0,0,0,0,0,0,0,,86,38,72,41,35,12,2,10,0,43,,406,345,1186,1475,1756,1289,1930,1393,90,52
510510,"Wool, carded",0,0,0,0,7,0,0,0,0,0,,3,107,41,38,0,198,5,0,3,17,,6966,8657,7260,5886,4123,2674,2877,2996,2548,2926
510529,"Wool, combed (excluding that in fragments """"open tops"""")""""",85,400,0,355,902,698,229,146,77,0,,264,204,191,85,100,2440,14,667,0,248,,135441,123514,104270,103520,93857,79505,90670,66847,41327,46037
510720,"Yarn of combed wool containing predominantly, but < 85% wool by weight (excluding that put ...",0,0,0,0,0,0,1,0,0,0,,19,20,43,6,30,17,53,96,34,647,,7940,6737,7458,11511,12565,13537,17980,21047,17753,15320
520511,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",2,0,0,0,0,0,0,0,0,0,,1125,136,73,0,189,5,5,0,1,10,,4166,1474,3140,2456,1586,1216,2476,2711,2985,4358
520513,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,29,3,0,4,0,0,0,0,0,0,,38432,47526,31436,29944,43901,40841,56849,52748,51374,88985
520526,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,14906,22207,16200,14021,9200,6480,6333,5514,4728,6834
520528,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,0,,798,1057,1583,2124,2265,2608,2729,3477,2482,3644
520615,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2,31,6,13,2,0,0,0,1,0
520632,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,528,765,251,328,272,1162,1013,339,2163,4369
520644,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,137,104,59,33,90,97,58,111,179,271
520822,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",0,0,0,0,0,0,0,0,0,0,,71,88,129,23,22,0,35,66,79,33,,2412,3133,5057,7210,4526,3562,4584,3368,1443,4660
520829,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, bleached ...",1,0,0,0,0,0,0,0,0,0,,147,847,208,288,196,61,140,103,56,6,,725,861,1504,1079,4972,4383,6357,4849,4407,6023
520911,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",0,3,0,1,0,0,0,0,0,0,,257,0,32,4,4,1,15,8,61,17,,3370,4697,4923,4930,4916,3940,4953,3371,3525,4269
520949,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, made of ...",0,0,0,0,0,0,0,0,0,0,,129,10,7,486,5,0,16,92,6,28,,589,667,488,457,531,771,2006,1239,1085,1078
521120,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,9,78,2,3,0,15,24,1,0,0,,1270,2827,2577,2594,217,229,93,119,144,265
521139,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,341,111,113,103,222,484,958,50,51,1505,,1832,2371,3341,2660,2027,1675,1942,2233,1812,2437
521215,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,3,8,18,13,0,268,134,30,34,24,,463,365,394,217,453,786,572,178,68,107
530390,"Jute and other textile bast fibres, processed but not spun; tow and waste of such fibres, incl. ...",0,0,0,0,0,0,0,0,0,0,,9,0,5,4,0,6,6,0,0,1,,2629,2345,3416,3429,2874,1926,2426,1077,247,293
530710,Single yarn of jute or of other textile bast fibres of heading 5303,0,0,0,0,0,0,0,0,0,0,,8,0,4,0,0,11,0,0,0,0,,1013,1214,712,1193,1130,1516,1347,1267,1091,1378
530921,"Woven fabrics of flax, containing predominantly, but < 85% flax by weight, unbleached or bleached",0,0,0,0,0,0,0,0,0,0,,1,2,0,8,10,0,2,4,3,13,,7506,8640,12826,18899,18453,21562,29268,21039,14086,11607
531010,"Woven fabrics of jute or of other textile bast fibres of heading 5303, unbleached",0,0,0,0,0,0,0,0,0,0,,11,0,1,0,0,1,35,22,4,3,,2137,2579,2396,2651,2654,3365,3256,2344,2381,3875
540231,"Textured filament yarn of nylon or other polyamides, with a linear density of <= 50 tex per ...",0,0,0,0,0,0,0,0,0,0,,217,258,1047,589,173,182,58,4,0,23,,9124,17243,17717,18209,14081,17299,17573,14432,19448,24263
540251,"Filament yarn of nylon or other polyamides, incl. monofilament of < 67 decitex, single, with ...",0,0,0,0,0,0,0,0,0,0,,159,47,58,55,55,38,35,37,29,7,,425,524,857,878,475,423,1275,516,506,178
540331,"Yarn of viscose rayon filament, incl. monofilament of < 67 decitex, single, untwisted or with ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,6,0,0,0,0,14,,55633,51535,53525,43401,34347,39875,44122,35701,26918,29009
540412,Polypropylene monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm ...,0,0,0,0,0,0,0,0,0,0,,36,6,147,26,182,26,4,4,3,20,,120,59,101,141,41,107,284,505,558,755
292610,Acrylonitrile,0,0,0,0,0,0,0,0,0,0,,0,57,2,2,0,0,0,2,0,0,,211031,175651,172740,141710,146746,219649,330595,265385,211328,457489
292910,Isocyanates,4,4,42,11,0,0,0,0,0,0,,2671,2110,1112,1182,637,675,532,777,895,986,,93939,84049,94853,95482,88948,83368,99956,95214,75273,93316
293131,Dimethyl methylphosphonate,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,180,222,250,297,324
293137,"Bis[(5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)methyl] methylphosphonate",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,78,219
293138,Salt of methylphosphonic acid and (aminoiminomethyl)urea (1 : 1),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3,2,0,,0,0,0,0,0,0,113,74,85,45
293211,Tetrahydrofuran,0,0,0,0,0,0,0,0,0,0,,10,12,0,1,2,15,2,0,10,1,,110520,108547,80255,61396,51441,64306,63275,52592,40503,109248
293213,Furfuryl alcohol and tetrahydrofurfuryl alcohol,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,42801,38332,40138,32445,23754,34236,35470,20902,15922,27183
293311,"Phenazone """"antipyrin"""" and its derivatives""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,15,59,2,7,,2358,1148,2299,1105,1503,1346,1623,1015,1188,1439
293353,"Allobarbital """"INN"""", amobarbital """"INN"""", barbital """"INN"""", butalbital """"INN"""", butobarbital ...""",0,0,0,0,0,0,0,0,0,0,,5,11,8,13,8,19,14,7,12,45,,338,49,310,405,902,885,27,933,978,41
293372,"Clobazam """"INN"""" and methyprylon """"INN""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,261,175,233,287,290,434,302,291,493,351
293391,"Alprazolam """"INN"""", camazepam """"INN"""", chlordiazepoxide """"INN"""", clonazepam """"INN"""", clorazepate, ...""",3,0,0,1,0,0,0,0,0,0,,327,6,6,14,71,21,12,14,18,119,,1203,1200,820,797,821,870,996,1081,929,1042
293410,"Heterocyclic compounds containing an unfused thiazole ring, whether or not hydrogenated, in ...",0,0,0,0,0,0,0,0,0,0,,177,21,33,77,7,12,3,38,11,0,,54140,53998,47992,79243,55441,50734,116875,81134,103642,160213
293911,"Concentrates of poppy straw; buprenorphine """"INN"""", codeine, dihydrocodeine """"INN"""", ethylmorphine, ...""",0,0,1,0,0,0,0,0,0,0,,1723,804,4251,6664,8908,9939,8289,11417,10500,4991,,3848,3649,4548,6612,4169,5640,5458,5045,3371,1039
292229,"Amino-naphthols and other amino-phenols, their ethers and esters; salts thereof (excluding ...",0,1,0,0,0,1,0,0,0,0,,14,18,2,7,3,3,3,30,10,29,,14050,13046,19537,21432,21438,25757,36213,36337,34144,44662
292242,Glutamic acid and its salts,0,0,0,0,0,0,0,0,0,0,,12,4,50,5,43,33,107,13,3,23,,39677,34582,42140,48967,48908,48235,60461,58744,57676,71020
300349,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,70,2209,1500,673,362,,0,0,0,0,0,235,1042,4657,3098,1911
320120,Wattle extract,0,0,0,0,0,0,0,0,0,0,,18,0,7,8,8,0,1,14,3,11,,2681,2487,2341,2794,2570,2250,2180,2338,1427,1617
320416,Synthetic organic reactive dyes; preparations based on synthetic organic reactive dyes of a ...,0,0,0,0,4,4,0,0,0,0,,46,131,81,126,38,0,8,6,20,25,,46316,61171,71246,63566,57266,57715,58431,65658,45006,81350
320620,Pigments and preparations of a kind used for colouring any material or used as ingredients ...,0,0,0,0,0,0,0,0,0,0,,106,53,219,375,155,40,22,38,13,91,,5382,4491,7062,5606,7857,7562,7257,4406,6457,8592
320642,Lithopone and other pigments and preparations based on zinc sulphide of a kind used for colouring ...,0,0,0,0,0,0,0,0,0,0,,232,341,346,287,375,193,16,806,131,11,,139,232,244,204,215,353,889,701,831,953
310260,Double salts and mixtures of calcium nitrate and ammonium nitrate (excluding those in pellet ...,0,0,0,0,0,0,0,0,0,0,,12,7,0,62,113,14,91,30,59,133,,3048,4108,4266,5391,4122,5471,5274,5436,5165,6059
310311,"Superphosphates containing by weight => 35 % of diphosphorus pentaoxide """"P2O5"""" (excl. such ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,29,117,0,5,9,,0,0,0,0,0,858,2068,1140,2153,1617
382370,"Fatty alcohols, industrial",0,0,0,689,0,0,1,0,0,0,,127,308,380,335,189,236,173,373,117,269,,84050,73701,87221,70109,94150,116463,98290,72224,78597,115975
