Product code,Product label,"Korea, Republic of's imports from India-Value in 2012","Korea, Republic of's imports from India-Value in 2013","Korea, Republic of's imports from India-Value in 2014","Korea, Republic of's imports from India-Value in 2015","Korea, Republic of's imports from India-Value in 2016","Korea, Republic of's imports from India-Value in 2017","Korea, Republic of's imports from India-Value in 2018","Korea, Republic of's imports from India-Value in 2019","Korea, Republic of's imports from India-Value in 2020","Korea, Republic of's imports from India-Value in 2021",India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,"Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
580890,"Ornamental trimmings of textile materials, in the piece, not embroidered, other than knitted ...",17,3,3,6,2,3,5,3,8,11,,10166,12062,10625,10022,6898,6592,5118,10103,11702,18287,,1193,1516,2012,2483,1581,1403,1690,1519,1295,1390
950590,"Festival, carnival or other entertainment articles, incl. conjuring tricks and novelty jokes, ...",9,6,13,35,9,17,11,12,3,11,,3369,4473,5054,7399,7122,9877,8871,8166,7609,11396,,5492,6738,8548,8997,11281,12237,14162,18087,18055,19071
611780,"Ties, bow ties, cravats and other made-up clothing accessories, knitted or crocheted, n.e.s. ...",5,9,9,5,6,11,17,46,24,11,,3041,4421,4494,5053,4970,4504,3062,3122,8567,5402,,3841,4550,5517,5797,7214,7915,10889,10093,12024,16528
853510,Fuses for a voltage > 1.000 V,24,4,8,15,6,14,16,14,15,11,,18192,14234,9777,9041,8106,9127,7387,13481,12122,14569,,3810,4429,4466,3073,3535,4418,5680,7192,7210,9871
293120,Tributyltin compounds,0,0,0,0,0,8,5,7,2,11,,0,508,392,272,68,150,210,284,339,2447,,6,13,42,50,21,36,73,51,55,75
390190,"Polymers of ethylene, in primary forms (excluding polyethylene and ethylene-vinyl acetate  ...",3,116,101,66,4,11,2,45,98,11,,39729,26336,26777,30834,30818,28758,35459,40103,30097,49886,,221618,225084,239496,214797,207347,149989,134404,123807,111419,128969
390320,"Styrene-acrylonitrile copolymers """"SAN"""", in primary forms""""",0,0,0,2,2,1,0,1,1,11,,99,444,281,451,704,1213,535,584,203,820,,30783,34222,23779,12507,11326,14919,14564,11390,8765,22688
321490,"Non-refractory surfacing preparations for facades, inside walls, floors, ceilings and the like",1,0,0,0,4,1,0,0,5,11,,2833,3791,4169,4093,4854,4614,6035,6800,6137,8208,,20434,19612,25780,24063,20205,21367,16721,15314,14092,15456
843390,"Parts of harvesting machinery, threshing machinery, mowers and machines for cleaning, sorting ...",18,1,2,6,18,42,16,12,23,11,,9237,10497,8888,10537,10689,18473,20006,20639,21304,39718,,9756,10024,10785,10099,13417,16171,17633,20409,20834,20576
380894,"Disinfectants, put up in forms or packings for retail sale or as preparations or articles (excl. ...",0,1,5,13,0,4,4,5,21,11,,11200,12981,14884,10068,9389,11568,18826,27554,37444,56066,,10317,9312,11894,12324,14197,15559,17075,16979,26253,31098
282759,"Bromides and bromide oxides (excluding of sodium, potassium and mercury)",0,36,32,0,0,1,6,10,18,11,,3611,4227,5391,8568,12233,13924,18043,34077,23532,18992,,3904,4988,3872,3131,3152,4656,4272,4883,4271,3973
710310,"Precious stones and semi-precious stones, unworked or simply sawn or roughly shaped, whether ...",0,0,15,8,3,8,4,0,7,11,,49216,48489,15565,62174,37465,39016,19667,16119,28551,422598,,673,435,321,411,162,238,204,144,150,497
550311,"Staple fibres of aramids, not carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,11,,0,19,0,3,72,207,310,522,206,783,,5836,6231,7114,7953,8625,8132,8087,7477,6347,6346
810199,"Articles of tungsten, n.e.s.",1,1,3,35,36,10,12,9,18,11,,13637,11296,9253,7295,6048,4952,5459,4551,3957,9724,,26304,20981,22465,22414,18267,21660,23664,18444,20193,27567
847149,"Data-processing machines, automatic, presented in the form of systems """"comprising at least ...""",12,38,10,7,674,703,4,0,1,11,,5312,2141,4058,3179,5963,5597,6597,15952,7672,9114,,281946,290391,268562,259273,225217,242821,317252,240727,311122,461632
220410,Sparkling wine of fresh grapes,0,6,0,0,0,0,0,15,0,11,,596,3328,2227,2193,4982,7119,6850,6386,3396,2904,,18544,21357,24768,28842,32017,39970,44321,48888,46432,77825
903032,Multimeters with recording device,0,0,2,2,4,0,0,8,11,11,,43,97,179,746,3289,2929,2922,1978,2285,3867,,4013,4524,6348,9922,9533,25178,20545,14340,14748,17596
950640,Articles and equipment for table-tennis,10,20,104,8,15,27,50,46,0,11,,623,477,1896,410,849,587,10566,8020,5953,11815,,13850,14712,17746,18486,18867,19452,18512,17941,12448,11026
790700,"Articles of zinc, n.e.s.",0,3,2,91,20,27,20,20,11,11,,8630,9134,10002,7964,8358,9761,12371,13472,10037,13810,,2946,2102,4039,3298,2792,5945,8720,7777,7142,6738
392329,"Sacks and bags, incl. cones, of plastics (excluding those of polymers of ethylene)",1144,1293,3870,631,26,5,9,8,6,11,,239700,169809,167541,213114,288059,316472,345390,380961,352380,492966,,32680,31342,34631,29218,35925,42204,42705,38725,41793,50716
291614,Esters of methacrylic acid,0,0,0,0,0,0,2,13,13,11,,1219,3077,2886,3423,2651,4994,12622,13236,5139,10918,,163529,151731,131480,128399,149711,248552,250684,139727,84722,138735
581099,"Embroidery of materials other than cotton or man-made fibres, on a textile fabric base, in ...",396,325,190,212,259,131,143,165,14,10,,28620,43319,32071,38079,49107,65354,48356,45143,24977,32316,,743,552,499,327,439,452,405,386,265,242
320619,Pigments and preparations based on titanium dioxide of a kind used for colouring any material ...,67,56,37,108,105,115,3,9,1,10,,42015,84448,104449,70733,60122,58037,52561,57285,54408,70877,,31277,22242,22004,21220,22406,23616,26571,26753,23083,21636
846729,"Electromechanical tools for working in the hand, with self-contained electric motor (excluding ...",0,0,0,0,0,0,0,2,0,10,,3594,3365,3655,2391,4345,5771,6764,5725,9860,18216,,69560,86254,103867,106451,124246,141623,127644,126249,127140,145087
90720,"Cloves, whole fruit, cloves and stems, crushed or ground",0,25,55,51,26,0,0,0,0,10,,0,1347,1625,1621,2100,2281,1543,1679,1852,1465,,43,124,62,63,34,25,63,64,74,119
540246,"Filament yarn of polyester, incl. monofilament of < 67 decitex, single, untwisted or with a ...",423,7891,12132,7992,2630,1341,115,32,32,10,,275733,245737,241458,141272,98274,138042,140556,128231,83496,205524,,67506,103588,129182,95182,82707,81077,76022,79836,47872,51478
854520,Carbon brushes for electrical purposes,6,5,11,11,6,5,0,9,3,10,,5477,5942,5217,7345,5483,4590,5347,4005,3793,3860,,13230,14820,14145,12092,12096,11661,12390,12892,12896,12311
852359,"Semiconductor media, unrecorded, for the recording of sound or of other phenomena (excluding ...",38,20,11,57,15,3,9,1,2,10,,4145,5819,5691,5900,5725,9714,23047,35627,30208,34701,,60984,59886,48416,53834,79831,99268,88074,54506,40841,69442
120750,"Mustard seeds, whether or not broken",13,7,5,24,10,4,22,0,29,10,,15881,23611,20019,9787,6557,12228,14227,18848,27580,29851,,1805,1595,1640,2719,1501,1592,1607,1338,1322,1067
281810,"Corundum, artificial, whether or not chemically defined",0,5,0,0,0,32,8,8,6,10,,714,766,1279,1946,1951,2423,2597,3086,2445,5124,,88533,92949,85546,69610,66508,82219,85222,79346,64002,85497
291249,"Aldehyde-alcohols, aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function ...""",12,47,41,21,9,5,115,58,7,10,,52854,25816,30625,27292,25186,29192,43421,41639,37134,32790,,1419,1476,1700,982,1107,1174,1498,1748,1101,1412
401150,"New pneumatic tyres, of rubber, of a kind used for bicycles",2,17,4,0,2,0,0,40,10,10,,62393,57799,50324,46627,38274,41131,33707,42739,39016,58730,,5035,5162,7459,7848,6484,5943,5163,5087,7546,8920
840910,"Parts suitable for use solely or principally with internal combustion piston engine for aircraft, ...",0,0,0,0,0,0,0,23,24,10,,25599,30666,120362,50461,41464,20977,84489,38603,22761,35058,,2819,2228,3233,7468,2951,10822,6019,4197,6981,20875
560210,"Needleloom felt and stitch-bonded fibre fabrics, whether or not impregnated, coated, covered ...",0,0,0,0,0,133,0,1,2,10,,1401,1064,480,340,1227,1780,2903,3604,3307,5919,,2202,2783,3546,5180,7796,8949,9735,8188,7237,9126
392111,"Plates, sheets, film, foil and strip, of cellular polymers of styrene, unworked or merely surface-worked ...",0,0,0,0,0,0,6,0,0,10,,96,505,905,891,807,390,255,393,246,322,,2182,1216,1642,2564,3483,1947,2412,2044,2959,4428
390710,"Polyacetals, in primary forms",0,3,1,7,24,61,3,0,19,10,,499,1072,899,730,727,435,511,673,1008,4400,,23348,21224,24430,24947,24953,25089,25140,38943,25397,27665
30489,"Frozen fish fillets, n.e.s.",0,26,0,0,0,0,2,64,0,10,,0,1111,1897,2616,3806,4664,4596,3101,3551,6991,,30440,32623,34629,39185,36207,39552,43704,44144,39692,44945
220840,Rum and other spirits obtained by distilling fermented sugar-cane products,10,11,5,1,10,0,0,0,0,9,,5112,8440,9461,8751,7988,8524,9384,12459,13119,17486,,1741,1963,1951,1944,1967,1846,2276,2586,2047,2438
580127,"Warp pile fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, tufted ...",0,0,0,0,0,0,0,1,1,9,,0,186,223,45,31,188,1126,1337,970,1933,,170,114,125,66,148,203,87,382,107,197
551423,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,1,5,1,5,9,,1776,981,616,540,1600,1828,2076,1147,55,77,,1619,1722,2168,1522,529,827,1494,2001,1433,1366
840590,Parts of producer gas or water gas generators and acetylene gas generators or similar water ...,0,2,0,0,0,0,0,6,1,9,,4855,2730,6638,4848,6382,6904,6005,9013,4102,2813,,15470,6798,9892,21961,47118,13801,19323,7233,14230,12133
240399,"Chewing tobacco, snuff and other manufactured tobacco and manufactured tobacco substitutes, ...""",0,4,6,8,0,6,0,7,17,9,,113528,120503,131724,152813,215434,216714,285539,290421,230765,233757,,21352,32687,31755,33396,35834,71121,159411,37444,31703,30292
846890,"Parts of machinery and apparatus for soldering, brazing, welding or surface tempering, non-electric, ...",1,0,0,1,0,23,1,55,22,9,,14703,15182,14707,11281,12480,14245,14317,13065,11362,16667,,11932,12980,9400,7631,6198,4053,3620,3972,3355,3674
845019,"Household or laundry-type washing machines, of a dry linen capacity <= 6 kg (excluding fully-automatic ...",11,18,22,17,20,14,17,4,0,9,,613,607,2885,8766,4331,393,639,729,543,550,,1245,630,2576,1335,1686,1232,856,1327,916,767
282010,Manganese dioxide,27,52,30,45,43,20,7,9,29,9,,1003,1192,1372,1724,1097,1905,1340,5607,5447,3487,,7227,7682,7096,9379,7714,5550,5616,6529,5283,6586
481420,"Wallpaper and similar wallcoverings of paper, consisting of paper coated or covered, on the ...",0,2,1,1,0,0,1,0,2,9,,48,4800,62,66,131,150,11521,91344,7347,22249,,5008,4416,5338,4160,3775,2816,3255,2466,2128,1894
600632,"Dyed fabrics, knitted or crocheted, of synthetic fibres, of a width of > 30 cm (excluding ...""",0,0,2,4,0,0,0,1,0,9,,2902,4438,3208,4082,9861,9615,11420,8285,8431,11951,,16202,20319,22351,22326,18402,17701,15490,11762,10092,16651
847981,"Machinery for treating metal, incl. electric wire coil-winders, n.e.s. (excl. industrial robots, ...",71,162,78,69,1,37,30,0,12,9,,4093,3386,5940,7513,6241,7463,4940,12069,8298,12201,,67999,61636,71327,47712,42151,44158,35544,35252,40289,64550
940130,"Swivel seats with variable height adjustments (excluding medical, surgical, dental or veterinary, ...",1,0,1,7,0,1,8,2,1,9,,31,67,305,248,224,416,486,742,692,919,,7779,6999,8038,11646,11716,18546,22809,23196,29008,49635
151491,"High erucic acid rape or colza oil """"fixed oil which has an erucic acid content of >= 2%"""" ...""",0,0,0,0,0,0,0,0,7,9,,2502,4720,3723,4301,4591,5701,1352,127,428,1934,,267,119,79,35,23,2,109,211,149,107
701310,"Glassware of glass ceramics, of a kind used for table, kitchen, toilet, office, indoor decoration ...",0,6,3,0,1,0,5,1,2,9,,359,470,121,46,193,733,1649,1783,1565,668,,4719,3548,6025,6787,6484,3616,2671,2369,1622,2051
520859,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, printed ...",27,44,100,19,18,55,3,7,7,9,,24378,29897,27303,26004,26010,22307,34410,57903,43342,55386,,1963,2070,2283,1670,2540,1757,1041,940,623,558
681510,"Articles of graphite or other carbon, incl. carbon fibres, for non-electrical purposes",120,106,9,12,1,4,18,9,17,9,,3890,5613,7319,6020,4781,4044,4118,4045,3635,7169,,148865,152904,161135,186685,159133,185289,186960,206274,187661,197420
842091,Cylinders for calendering or other rolling machines (other than for metals or glass),0,0,0,0,0,0,0,0,0,9,,4269,3394,2020,1309,1940,2746,2166,1754,7993,15081,,5269,9987,3309,1673,1065,2793,2109,767,1852,2366
850819,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners, with self-contained electric motor ...",0,1,0,0,0,0,0,0,0,9,,591,393,133,219,139,204,150,235,410,170,,29676,28068,24603,30998,25942,42045,44961,25024,38344,28473
740829,"Wire of copper alloys (other than copper-zinc alloys [brass], copper-nickel alloys [cupro-nickel] ...",68,114,138,303,89,27,37,29,18,9,,4498,4842,5383,2834,2029,3191,2816,2160,1208,1012,,10412,9425,7695,8854,9403,8950,10234,9105,10052,11490
291712,"Adipic acid, its salts and esters",1,0,0,0,0,0,1,1,4,9,,927,1442,1176,625,749,1112,1174,1518,1961,4338,,33797,52260,50904,41679,38520,55672,60259,45290,36820,59522
401490,"Hygienic or pharmaceutical articles, incl. teats, of vulcanised rubber (excluding hard rubber), ...",21,56,65,67,63,71,52,52,53,9,,3661,5050,4417,4192,4985,4861,5015,4790,4374,5449,,7583,7075,9883,7935,7455,5559,3573,5328,4764,4971
410792,"Grain splits leather """"incl. parchment-dressed leather"""", of the portions, strips or sheets ...""",76,22,148,106,6,19,118,90,18,9,,119,578,1425,966,989,8295,25467,19004,17664,21127,,78191,80076,103059,78419,60240,44735,31959,32314,28473,54968
940690,"Prefabricated buildings, whether or not complete or already assembled (excl. of wood, and modular ...",0,0,0,0,0,0,0,3,0,9,,0,0,0,0,0,18445,43084,54105,34009,47636,,0,0,0,0,0,20809,19905,17936,30629,17308
961519,"Combs, hair-slides and the like (excluding of hard rubber or plastics)",9,21,10,7,18,0,11,2,7,9,,1368,1392,1468,1637,1989,2532,3630,2752,3369,5351,,1675,1792,2233,2158,2525,3084,3039,3872,3445,3650
850990,"Parts of electromechanical domestic appliances, with self-contained electric motor, n.e.s. ...",1,0,0,19,15,14,1,25,45,9,,11642,12291,8513,10355,9813,12883,19280,13038,15406,28261,,6067,6466,7495,10587,27344,20384,17871,25027,21595,32377
846390,"Machine tools for working metal, sintered metal carbides or cermets, without removing metal ...",5,0,0,21,0,0,0,4,0,9,,2508,3692,2520,2453,3459,4790,2227,2751,1946,2580,,20217,20213,14308,21814,27890,27309,22322,14053,16054,28724
390750,"Alkyd resins, in primary forms",0,0,0,1,0,0,0,0,0,9,,74353,16270,13769,10482,12832,14627,12718,10456,7959,10182,,10785,7555,4796,3256,2095,1925,1571,1844,1313,1455
442110,Clothes hangers of wood,3,3,3,14,7,0,9,13,15,9,,670,730,747,616,671,772,644,799,511,896,,6449,7572,8386,8643,8625,9000,10577,11650,12599,11932
121294,"Chicory roots, fresh, chilled, frozen or dried, whether or not ground",30,9,5,2,7,0,9,13,1,9,,0,190,52,367,108,95,114,140,412,421,,31,15,5,4,9,20,16,26,24,11
940330,Wooden furniture for offices (excluding seats),7,20,52,40,35,41,23,24,41,9,,14891,19502,15438,16089,24624,32098,33636,39613,41315,60940,,47346,49998,55773,55641,51848,52655,62102,65151,70313,81383
520941,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",0,1,3,27,23,153,19,6,4,9,,1134,1466,2506,3969,3182,2624,2698,2056,1730,2041,,39,96,195,249,193,198,1128,569,331,268
540772,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",0,10,3,18,2,12,9,3,5,9,,104119,172103,172729,134461,27697,69323,101384,125294,85934,91733,,4543,4561,3233,4169,3671,3945,5802,5613,4506,12083
620990,Babies' garments and clothing accessories of textile materials (excluding of cotton or synthetic ...,35,20,29,17,28,44,55,31,15,9,,29284,42960,58683,41853,50117,53931,52409,36780,35139,51884,,2022,2905,2315,1256,1207,1572,2402,902,653,776
610791,"Men's or boys' bathrobes, dressing gowns and similar articles of cotton, knitted or crocheted",111,542,166,431,219,326,176,56,167,9,,4206,4694,6807,5330,3939,6595,4759,6276,4681,11331,,19762,24624,25538,27015,28444,33296,33588,30940,20883,20367
741300,"Stranded wire, cables, plaited bands and the like, of copper (excluding electrically insulated ...",0,0,27,0,0,0,0,0,0,9,,13188,9972,9860,10431,10914,7410,12664,7780,8781,8232,,3102,10568,2980,2442,1870,1490,1838,2128,1770,2591
732190,"Parts of domestic appliances non-electrically heated of heading 7321, n.e.s.",0,0,1,0,0,1,0,1,0,9,,4458,2494,3279,1794,1436,2382,3125,2329,1846,1830,,25214,27863,26988,22753,15507,17958,15758,15027,15731,23918
960850,"Sets of articles from two or more of the following: ball-point pens, felt or fibre-tipped pens ...",0,0,0,0,0,19,0,16,19,9,,28,184,14,170,96,156,202,186,163,217,,4422,4184,3412,2639,2286,2696,2149,1923,1292,1981
910519,Alarm clocks (excluding electrically operated),0,0,0,0,0,5,1,2,18,9,,663,363,346,441,162,117,245,357,178,188,,2402,3178,2210,2401,1601,1925,2226,1696,1855,2575
620319,"Men's or boys' suits of textile materials (excluding of wool, fine animal hair or synthetic ...",0,0,91,1,3,0,0,0,3,8,,73189,91645,159279,130509,85135,50572,66297,71263,52980,124460,,3868,4950,2387,1997,3362,2588,1007,1291,677,1303
330112,"Oils of sweet and bitter orange, whether or not terpeneless, incl. concretes and absolutes ...",0,1,1,19,0,0,14,5,15,8,,108,96,139,435,242,266,572,294,2500,426,,1169,1059,1359,1230,2403,2460,2096,2058,2042,2621
482110,"Paper or paperboard labels of all kinds, printed",28,10,26,7,5,7,9,10,25,8,,16245,20284,20159,20087,19262,20208,21612,23104,16861,22408,,15293,14907,16106,15286,14987,15268,14612,14945,14793,22155
500710,Woven fabrics of noil silk,10,5,5,2,201,97,6,2,3,8,,4614,3066,3063,2468,1705,796,6130,1321,744,2164,,52,55,18,12,275,180,80,122,61,39
151311,Crude coconut oil,0,4,1,10,8,0,0,0,1,8,,349,153,88,236,20158,3950,299,142,1125,1387,,0,26,117,3020,2888,733,691,641,828,686
151499,"High erucic acid rape or colza oil """"fixed oil which has an erucic acid content of >= 2%"""", ...""",33,0,0,0,0,0,0,0,3,8,,563,695,660,886,346,532,5627,6910,11548,12244,,1142,1105,1868,1331,1054,1256,899,729,715,603
291734,"Esters of orthophthalic acid (excluding dioctyl, dinonyl or didecyl orthophthalates)",438,355,3009,967,337,914,286,295,140,8,,8482,8812,8321,8327,8308,13023,15237,12585,11346,26712,,29694,25444,28346,24078,21281,29350,29589,15361,16066,30623
310420,"Potassium chloride for use as fertiliser (excluding that in tablets or similar forms, or in ...",58,27,14,5,5,8,17,35,3,8,,3806,5551,2253,7854,1022,1249,3321,2233,6731,847,,266817,234044,211528,207679,176040,182419,199035,225648,201855,243946
731821,"Spring washers and other lock washers, of iron or steel",4,5,1,1,4,3,15,4,4,8,,5276,6717,7936,7035,7260,11207,10799,8555,6608,9978,,7349,9451,10919,8982,8469,9953,10663,10673,11177,11211
721510,"Bars and rods, of non-alloy free-cutting steel, not further worked than cold-formed or col ...",0,0,0,0,0,0,0,0,0,8,,903,603,444,237,92,167,146,83,120,2348,,623,345,241,251,303,761,977,894,482,1098
721250,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,1,0,0,3,11,1,8,,1601,4417,1482,3144,2738,4268,4616,5301,4625,5053,,15169,11860,12591,14658,17142,13723,13893,12836,10963,12396
902990,"Parts and accessories for revolution counters, production counters, taximeters, milometers, ...",2,8,14,0,3,4,1,1,3,8,,13942,7402,2577,2744,3027,3162,2669,3392,2367,2984,,28719,25389,29392,23594,24401,17105,16383,5977,5240,5253
843359,"Harvesting machinery for agricultural produce (excluding mowers, haymaking machinery, straw ...",0,0,0,0,4,0,0,0,0,8,,2502,4379,3629,3593,4958,10621,14181,16843,9209,9296,,2037,2083,1267,1391,1660,1494,2714,2863,2648,782
840390,"Parts of central heating boilers, n.e.s.",0,0,2,2,0,2,0,7,1,8,,3684,1929,2028,2632,2187,1004,1366,1765,786,1329,,16118,8085,3901,5206,4617,6255,9262,16266,28959,40059
690100,"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals, e.g. kieselguhr, tripolite ...",19,0,153,13,7,84,1,11,0,8,,3604,4708,8240,8972,12263,7997,3627,1992,1738,1763,,5220,4962,3729,4811,4966,7535,9685,4429,2531,2498
521151,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,1,0,7,2,1,0,5,8,,209,7705,8182,4940,2902,1257,203,256,63,116,,82,75,61,51,29,20,98,96,74,18
761610,"Nails, tacks, staples, screws, bolts, nuts, screw hooks, rivets, cotters, cotter pins, washers ...",0,0,3,1,0,1,4,5,2,8,,3102,2942,2255,2430,3837,2626,3565,3128,2349,3975,,21772,27844,39311,39881,21691,15673,14851,15213,14051,15162
580219,"Terry towelling and similar woven terry fabrics, of cotton (excluding unbleached, narrow woven ...",0,0,0,0,0,0,0,2,0,8,,2243,2768,1630,4076,3877,3963,3758,3455,1948,1743,,35,131,40,25,40,74,42,37,35,118
200939,"Single citrus fruit juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing ...",0,0,0,0,0,0,0,0,0,8,,860,1119,1017,1458,1198,1117,1406,1444,1126,1303,,2049,4272,4202,3281,3749,4899,4034,3448,4434,5518
490300,"Children's picture, drawing or colouring books",4,0,59,0,6,0,6,1,0,8,,2158,4520,5265,7334,12188,16392,19370,22261,22888,28876,,23005,25330,29326,23345,24921,24635,26158,37813,38384,42481
410791,"Full grains leather """"incl. parchment-dressed leather"""", unsplit, of the portions, strips ...""",225,23,86,16,16,1,0,0,23,8,,7068,4234,12259,9146,3126,1300,594,151,503,1068,,1908,1991,2719,1787,1787,2761,1868,2404,2690,3026
901720,"Drawing, marking-out and mathematical calculating instruments (excluding drafting tables and ...",1,1,0,5,0,10,1,6,6,8,,3922,3937,5728,6073,7229,5874,8760,8188,5763,6708,,4998,6272,6626,6264,6460,6658,6601,6544,6875,7265
850511,Permanent magnets of metal and articles intended to become permanent magnets after magnetization ...,71,57,39,5,4,266,104,3,5,8,,20012,20751,21760,20708,17009,24624,27694,22156,18521,30466,,94513,85491,79180,69582,134865,160423,175116,173044,186549,308507
610422,"Women's or girls' ensembles of cotton, knitted or crocheted (excluding ski ensembles and swimwear)",6,4,0,4,10,0,2,0,0,8,,37377,31989,34328,23723,19295,16670,14179,18079,18539,21442,,1516,1537,1501,1276,1391,1495,1686,2099,2786,4776
730411,"Line pipe of a kind used for oil or gas pipelines, seamless, of stainless steel",3664,649,81,39,10,24,71,180,33,8,,54261,49707,62470,22279,14918,16378,27284,27973,19586,15589,,72217,61140,74980,53250,38911,50268,41983,43536,46114,44887
590900,"Textile hosepiping and similar textile tubing, whether or not impregnated or coated, with or ...",6,3,8,1,83,58,1,16,0,8,,3027,2396,3066,1401,908,1887,3276,3368,2523,2496,,5491,5560,6312,7746,5405,5317,5532,4911,4399,3159
760820,Tubes and pipes of aluminium alloys (excluding hollow profiles),119,70,1,1,0,10,7,127,31,8,,4694,7772,10114,10983,5595,6417,5871,7865,6285,10555,,22197,23974,27493,24837,22323,23111,22940,30691,31559,31168
847890,"Parts of machinery for preparing or making up tobacco, n.e.s.",55,0,0,1,11,1,7,14,5,8,,2174,1540,1765,1070,1998,5539,1657,788,640,864,,9838,10052,16595,11219,49190,81035,102059,49598,26814,25542
842211,Dishwashing machines of the household type,0,0,0,1,0,0,0,0,489,8,,40,10,23,204,139,155,181,176,232,266,,2538,1067,1825,2387,2763,5211,6208,22388,39522,76671
230910,"Dog or cat food, put up for retail sale",54,109,20,23,0,12,58,37,0,8,,20024,28897,29534,38040,41141,33276,38138,36998,38321,60170,,112692,124419,132872,147943,171327,209877,238927,242026,270733,308466
330420,Eye make-up preparations,0,0,13,1,20,0,57,1,6,8,,1382,1552,2605,2244,2895,2622,4827,3413,1859,3097,,45623,42518,44179,53364,62579,69417,92131,75061,49183,45129
853929,"Filament lamps, electric (excluding tungsten halogen lamps, lamps of a power <= 200 W and for ...",20,17,19,3,6,20,8,12,72,8,,23497,25934,25230,21625,16689,17619,12231,10258,9624,9792,,19131,19825,20165,16041,14777,13966,15307,11854,7742,10848
851829,"Loudspeakers, without enclosure",11,1,2,16,9,16,63,76,33,8,,43010,52643,28233,42211,29739,5348,8127,10025,8019,12006,,314087,383522,375042,300627,247964,212040,211772,202850,187086,197560
860730,"Hooks and other coupling devices, buffers, and parts thereof, for railway or tramway locomotives ...",0,135,2947,1809,791,1189,1615,660,18,8,,1717,1374,5945,4381,4580,4039,7839,6957,3145,4666,,12549,16466,16327,16398,6524,7885,13384,15828,13364,16781
871680,Vehicles pushed or drawn by hand and other vehicles not mechanically propelled (excluding trailers ...,1,2,7,3,1,22,7,14,3,7,,619,9320,989,2483,2077,3035,3155,11780,2192,7949,,22488,30137,37341,54599,49343,62328,66164,76426,86644,97051
820780,Interchangeable tools for turning,0,5,19,9,16,38,6,7,4,7,,1871,1801,1592,1289,1235,2074,2123,2206,2067,3106,,4589,5486,5833,5065,4502,5130,6236,8164,14332,16192
821191,"Table knives having fixed blades of base metal, incl. handles (excluding butter knives and ...",0,0,0,0,0,2,2,26,12,7,,185,109,96,95,112,107,304,2242,7278,11049,,18610,21347,23350,28124,26531,26650,26199,20440,18296,21687
560490,"Textile yarn, strip and the like of heading 5404 and 5405, impregnated, coated, covered or ...",0,0,0,0,0,0,0,0,0,7,,245,205,313,308,111,412,693,376,443,1350,,6088,5162,5233,5138,6436,5462,3944,4950,3477,5331
610453,"Women's or girls' skirts and divided skirts of synthetic fibres, knitted or crocheted (excluding ...",30,25,39,18,38,34,3,14,29,7,,9173,12646,13230,9518,13863,18779,11506,7624,4770,4147,,5100,6336,8878,10214,10471,10814,12941,12222,9837,9690
670210,"Artificial flowers, foliage and fruit and parts thereof, and articles made of artificial flowers, ...",3,0,0,0,0,0,0,0,0,7,,319,475,345,344,299,303,580,1556,1419,2292,,7722,8910,8059,8949,10844,13085,17049,15831,15778,17670
551321,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,1,0,0,0,0,0,0,1,7,,3215,4751,3817,3415,3298,3101,2970,3797,2151,3769,,13603,14369,14587,10722,9029,8501,8981,7604,6524,8612
480990,"Transfer papers, incl. coated or impregnated paper for duplicator stencils or offset plates, ...",6,12,12,48,6,12,13,13,26,7,,722,599,1065,1056,405,481,373,463,363,323,,17182,19768,18331,16662,9133,8708,16791,15121,16755,14237
901910,Mechano-therapy appliances; massage apparatus; psychological aptitude-testing apparatus,21,496,144,19,8,22,9,7,2,7,,640,1253,408,697,1301,2268,3261,2868,3568,3774,,105025,123979,161696,223143,286903,396117,432778,430064,511210,588911
