Product code,Product label,United States of America's imports from India-Value in 2012,United States of America's imports from India-Value in 2013,United States of America's imports from India-Value in 2014,United States of America's imports from India-Value in 2015,United States of America's imports from India-Value in 2016,United States of America's imports from India-Value in 2017,United States of America's imports from India-Value in 2018,United States of America's imports from India-Value in 2019,United States of America's imports from India-Value in 2020,United States of America's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
490810,"Transfers """"decalcomanias"""", vitrifiable""""",21,6,0,12,5,5,0,4,0,7,,197,148,142,190,61,36,112,126,122,272,,12500,19131,11852,8604,10429,10483,13023,9826,7556,7786
450200,"Natural cork, debacked or roughly squared, or in square or rectangular blocks, plates, sheets ...",24,0,4,0,0,0,0,4,2,7,,64,43,35,120,98,175,220,115,53,196,,607,527,866,971,823,907,1137,968,539,743
290382,"Aldrin (ISO), chlordane (ISO) and heptachlor (ISO)",0,0,0,0,0,0,0,0,0,6,,0,0,0,0,0,0,0,0,0,0,,0,0,0,5,0,5,14,14,6,8
846420,"Grinding or polishing machines, for working stone, ceramics, concrete, asbestos-cement or like ...",23,32,156,260,379,135,74,81,12,6,,684,984,1018,880,639,954,675,1350,706,956,,59076,68407,64348,77620,93443,88384,94343,112947,83042,110234
700220,"Rods of glass, unworked",40,149,21,27,35,401,1332,1199,9,6,,512,305,177,528,32,223,277,86,192,160,,84639,84913,89756,76981,96261,116816,128246,97558,69343,88353
740610,"Copper powders, of non-lamellar structure (excluding grains of copper)",76,135,89,68,103,94,63,31,138,6,,3302,3676,3014,1976,1802,3067,4024,3307,2159,3545,,34216,31447,34387,29523,29947,33057,34053,28755,21222,36955
510531,"Hair of Kashmir """"cashmere"""" goats, carded or combed""""",0,0,0,0,0,0,0,0,0,6,,0,0,8,52,0,0,32,0,7,44,,72,118,78,77,119,100,60,205,34,55
831120,"Cored wire of base metal, for electric arc-welding",369,392,5,96,52,10,71,21,51,6,,6557,2432,2324,2237,1543,2302,3632,3246,3154,3324,,84738,76563,78335,71227,50849,64286,77412,74876,55267,64761
843242,Fertiliser distributors (excl. sprayers and manure spreaders),0,0,0,0,0,0,0,0,0,6,,0,0,0,0,0,81,213,297,218,509,,0,0,0,0,0,11028,19041,26509,26644,41032
842611,Overhead travelling cranes on fixed support,15,0,0,2707,225,0,0,103,287,6,,24875,26519,42097,36558,30067,28416,41486,40315,19092,29032,,9725,35292,41094,105892,66816,95789,49194,81711,49943,45187
730621,"Casing and tubing of a kind used in drilling for oil or gas, welded, of flat-rolled products ...",14,1150,0,0,6,0,2,0,0,6,,314,187,333,280,292,904,4055,621,208,460,,3310,1758,2040,3167,392,3314,3082,1634,327,516
690912,"Ceramic articles having a hardness equivalent to >= 9 on the Mohs scale, for chemical or other ...",0,262,399,26,133,981,139,71,12,6,,123,304,310,527,351,206,66,61,28,96,,121086,159701,186977,148283,145301,197359,209661,199714,143080,172613
690600,"Ceramic pipes, conduits, guttering and pipe fittings (excluding of siliceous fossil meals or ...",0,0,0,0,98,0,10,0,0,6,,155,153,49,71,123,88,42,280,36,11,,352,547,1254,846,1069,1043,1615,1004,687,1082
441879,"Flooring panels, assembled, of wood (excluding multilayer panels and flooring panels for mosaic ...",0,10,0,4,0,5,3,2,0,6,,227,350,164,154,335,413,655,1003,839,1171,,31101,34713,29241,17446,23068,37159,43206,49857,39028,42113
854071,Magnetrons,0,0,0,0,0,0,0,0,0,6,,45,24,31,61,149,21,20,101,164,135,,39454,33635,32940,37173,32694,31939,39721,38865,34358,38669
580121,"Uncut weft pile fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, ...",12,1,9,0,1,0,0,2,0,6,,15,19,7,10,4,1,7,43,3,45,,181,134,213,122,180,96,95,65,99,137
844240,"Parts of machinery, apparatus and equipment for preparing or making printing blocks, plates, ...",324,20,30,95,0,25,7,310,764,6,,468,436,349,151,236,172,215,271,283,172,,25822,23865,22229,30888,23687,30821,26277,22052,18634,20460
282540,Nickel oxides and hydroxides,0,0,0,7,0,0,0,0,0,6,,789,395,14,15,490,853,906,1124,13990,843,,10481,11947,12678,8649,7746,12797,10198,9293,7607,18324
40221,"Milk and cream in solid forms, of a fat content by weight of > 1,5%, unsweetened",0,0,196,0,136,0,302,0,105,6,,30,7529,2986,10,2,60,138,641,1119,1171,,44573,39568,40781,45325,35167,37301,32266,42396,67300,44761
300670,Gel preparations designed to be used  in human or veterinary medicine as a lubricant for parts ...,0,0,0,0,0,0,6,16,7,6,,2122,4279,4086,3005,4816,4047,4535,4789,4841,6351,,12221,16695,19068,20540,23591,19849,24222,36828,27912,46810
961100,"Hand-operated date, sealing or numbering stamps, and the like; hand-operated composing sticks ...",30,3,18,70,197,8,18,3,0,6,,294,360,301,209,217,167,238,435,164,252,,61072,57438,54440,60176,56028,55196,52210,46193,36075,54541
290543,Mannitol,0,114,0,308,6,0,3,8,59,6,,129,129,193,849,418,264,719,1547,1595,2236,,23206,29021,28579,28664,32808,33739,38476,32482,35540,34563
290960,"Alcohol peroxides, ether peroxides, acetal and hemiacetal peroxides, ketone peroxides and their ...",4,60,5,0,5,76,438,87,59,6,,590,1266,1346,3885,5214,3262,7795,4755,7575,13399,,36706,39962,48822,47184,43549,43687,54674,52740,51282,50079
530890,"Yarn of vegetable textile fibres (excluding flax yarn, yarn of jute or of other textile bast ...""",17,52,30,85,30,2,4,23,5,6,,1399,173,521,551,437,600,433,1606,1535,1583,,1216,4129,2780,1847,1336,1716,1416,1666,1633,2355
845612,"Machine tools for working any material by removal of material, operated by light or photon ...",0,0,0,0,0,0,0,0,154,6,,0,0,0,0,0,218,47,33,40,456,,0,0,0,0,0,8108,3820,4480,3922,3341
291817,"Phenylglycolic acid """"mandelic acid"""", its salts and esters""""",0,0,0,0,0,0,0,0,0,6,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,14
841510,"Window or wall air conditioning machines, self-contained or """"split-system""""""""",19,3,0,16,49,63,16,5,19,6,,7206,15462,38056,27688,22601,27558,39576,50123,44023,60697,,1502117,1448268,1356109,1377425,1431132,1477190,1724797,1155334,1280969,1728376
710410,"Quartz, piezoelectric, of synthetic or reconstructed stone whether or not worked or graded, ...",35,2,0,4,0,0,0,43,100,6,,18,42,19,18,7,53,342,49,42,49,,2754,2525,3077,2061,2260,2788,4401,8556,10445,9209
511300,Woven fabrics of coarse animal hair or of horsehair (excluding fabrics for technical uses of ...,5,13,2,1,0,1,13,0,0,6,,169,191,102,171,17,28,25,8,36,31,,824,711,716,858,533,462,403,511,190,419
871495,Saddles for cycles (excluding for motorcycles),0,6,12,0,6,0,7,0,0,6,,4853,6251,6110,7499,6448,5982,4771,5431,4906,6729,,33298,27554,29114,29790,23239,22181,21629,22589,28159,46334
940530,Electric lighting sets of a kind used for Christmas trees,2,17,9,7,6,1,73,144,17,6,,708,917,2024,934,1854,1499,3467,1894,575,355,,508159,575397,562824,564148,549359,494529,515385,502689,478541,577096
610429,"Women's or girls' ensembles of textile materials (excluding of cotton or synthetic fibres, ...",0,0,0,6,0,12,71,26,3,5,,15159,20287,17804,20858,22352,13426,12882,11526,7353,9327,,5,18,13,6,114,67,557,532,1147,430
580211,"Terry towelling and similar woven terry fabrics, of cotton, unbleached (excluding narrow woven ...",0,8,369,72,0,0,1,238,62,5,,51,203,163,180,178,184,22,4,2,209,,174,26,404,1179,163,11,12,354,238,1383
440922,"Tropical wood, incl. strips and friezes for parquet flooring, not assembled, continuously ...""",0,0,0,0,0,0,39,0,0,5,,0,0,0,0,0,0,0,93,0,360,,0,0,0,0,0,25143,31318,34148,49257,79976
440810,"Sheets for veneering, incl. those obtained by slicing laminated wood, for coniferous plywood ...",0,0,0,0,0,0,0,0,15,5,,4960,2891,1451,1208,693,1103,5715,4879,4553,5270,,127444,145916,156425,181005,175374,190187,225979,168811,179194,310328
400110,"Natural rubber latex, whether or not prevulcanised",344,102,23,0,4,1177,9,54,32,5,,17262,17258,1545,967,2402,22957,902,1593,8887,5310,,92792,77343,72631,55856,50779,62569,58286,53549,51764,96615
590691,"Knitted or crocheted textile fabrics, rubberised, n.e.s.",0,0,0,8,0,7,9,18,0,5,,171,264,248,252,179,262,354,500,688,421,,14462,13748,14118,15601,13407,13557,13408,11883,8250,11777
320650,"Inorganic products of a kind used as luminophores, whether or not chemically defined",0,0,0,0,0,0,0,0,9,5,,244,574,126,58,48,39,193,249,234,330,,25704,59684,43702,43477,28187,22321,22660,15023,10955,15025
310221,"Ammonium sulphate (excluding that in pellet or similar forms, or in packages with a gross weight ...",17,20,7,0,24,0,8,14,0,5,,737,715,654,1580,264,1852,1017,1321,3563,1447,,74905,91428,128169,113426,98422,82657,81672,108533,178434,232304
481620,"Self-copy paper, in rolls of a width of <= 36 cm or in rectangular or square sheets with no ...",10,15,0,0,0,20,20,15,0,5,,3313,2826,2122,1647,1855,2506,1291,2366,788,1862,,922,1490,895,631,1002,1064,1526,2317,1822,2624
310559,"Mineral or chemical fertilisers containing the two fertilising elements nitrogen (excluding ...""",0,79,10,0,0,4,0,0,35,5,,63,77,20,24,0,697,3962,2714,778,66,,11686,6493,2547,15245,24946,61756,83601,65863,60589,120444
320810,"Paints and varnishes, incl. enamels and lacquers, based on polyesters, dispersed or dissolved ...",0,0,12,2,0,0,0,4,22,5,,4883,9819,9528,7561,9323,13906,18422,21406,21222,23723,,101549,93955,117374,112140,109448,124722,139047,139482,129979,150226
200939,"Single citrus fruit juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing ...",18,0,0,13,0,0,11,6,3,5,,860,1119,1017,1458,1198,1117,1406,1444,1126,1303,,77159,66126,101126,141393,116874,111287,118669,96718,101169,102303
550490,"Artificial staple fibres, not carded, combed or otherwise processed for spinning (excluding ...",0,0,0,0,12,3,1,0,0,5,,1423,1399,1097,2186,142,72,188,19,137,3,,11071,6864,6832,7540,3809,5589,9231,5927,4998,6408
740329,"Copper alloys unwrought (excluding copper-zinc base alloys """"brass"""", copper-zinc base alloys ...""",14,0,13,0,41,5,394,0,50,5,,2523,6005,2024,1859,1762,1450,1386,1735,4039,10130,,89763,31086,43222,44919,39325,38176,6792,4336,4629,3655
846591,"Sawing machines for working wood, cork, bone, hard rubber, hard plastics or similar hard materials ...",3,0,0,0,695,0,211,0,0,5,,649,588,550,379,567,594,402,364,317,997,,363973,435545,480529,510694,587315,621508,644624,598786,633023,870912
293333,"Alfentanil """"INN"""", anileridine """"INN"""", bezitramide """"INN"""", bromazepam """"INN"""", carfentanil ...""",0,0,28,0,65,739,513,737,12,5,,1116,1347,949,934,903,1640,1931,2322,1552,2793,,75,329,128,71,993,1071,596,9853,3311,141
80940,Fresh plums and sloes,0,0,0,0,3,0,0,0,4,5,,294,26,13,2,7,19,26,58,78,85,,42667,53977,36260,59736,65501,52472,56605,52418,45110,50252
100199,"Wheat and meslin (excluding seed for sowing, and durum wheat)",0,0,0,0,22,66,29,73,3,5,,0,932819,1014263,146137,47524,54702,46395,53891,241889,1720555,,636337,798017,754179,477626,387921,498771,504018,303359,334712,301920
380400,"Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or ...""",0,0,5,0,0,16,0,36,39,5,,1105,1265,555,465,591,424,891,2393,1608,1133,,37952,28009,35110,30911,28862,38920,35708,28790,30498,32188
382312,"Oleic acid, industrial",0,0,245,39,25,0,0,4,7,5,,2712,6631,8452,2145,1369,1512,2277,2025,2583,5380,,17763,12099,11036,6401,10902,12556,12969,9581,13417,21540
284130,Sodium dichromate,286,0,0,0,0,0,0,0,0,5,,758,404,2816,797,226,57,1270,1037,2616,1261,,724,480,162,71,216,150,741,687,483,1213
870490,"Motor vehicles for the transport of goods, with engines other than internal combustion piston ...",0,0,0,0,0,0,0,0,0,5,,36521,15457,2758,31508,4286,809,1218,904,466,460,,2682,965,6702,11086,6191,10968,21684,40517,34146,70245
520641,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,1,0,5,,25,132,83,147,0,94,214,99,56,1,,74,22,120,249,117,89,198,100,35,79
261800,Granulated slag (slag sand) from the manufacture of iron or steel,0,0,0,0,108,0,0,0,2308,5,,5009,10226,20015,15852,12084,17007,52646,70674,48170,50252,,52394,35686,33674,32457,39341,62053,79442,70083,85976,113475
920510,Brass-wind instruments,15,11,3,5,4,23,5,0,0,5,,9,31,27,18,13,20,14,48,43,29,,58497,62786,62580,70076,65019,77397,81908,86824,53438,51779
401036,"Endless synchronous belts, of vulcanised rubber, of an outside circumference > 150 cm but <= ...",1330,559,330,67,3,21,2,3,5,5,,128,22,82,205,114,20,32,37,64,53,,12302,9233,13255,10815,10372,12364,13273,12039,14264,24443
611219,"Track-suits of textile materials, knitted or crocheted (excluding cotton or synthetic fibres)",1,12,0,0,1,8,1,0,1,5,,1899,5222,2380,1648,2211,2116,2778,5138,1345,2796,,515,415,962,623,850,558,920,1032,1350,3231
701190,"Glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for ...",0,5,11,10,2,30,23,24,2,5,,2496,5402,9422,758,597,875,895,705,799,1073,,5692,4620,4616,5012,4913,3486,2759,2846,2541,2297
710691,"Silver, incl. silver plated with gold or platinum, unwrought (excluding silver in powder form)",0,14,142,6,14,43,15,23,10322,5,,2450,2013,398,256,313,259,23,29,18,232,,5626853,4562786,3505923,3501566,3935002,3297128,3040504,2993541,5021818,5581727
911012,"Incomplete watch movements, assembled",0,0,0,0,0,0,0,0,0,5,,33,0,0,0,0,0,80,303,0,0,,316,332,133,292,284,107,36,11,36,32
810390,"Articles of tantalum, n.e.s.",0,7,0,0,0,36,77,7,0,4,,693,886,238,424,443,375,1323,680,227,389,,47461,46977,27385,21984,20912,29028,51856,36012,33974,33636
810520,Cobalt mattes and other intermediate products of cobalt metallurgy; unwrought cobalt; cobalt ...,1466,108,0,8,11,6,0,4,0,4,,3783,104,1004,130,495,1037,4867,1446,801,8107,,291634,253534,305111,307335,298381,485024,657038,478798,296021,336729
440399,"Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared (excluding ...""",59,103,84,50,17,15,14,45,52,4,,1365,999,3985,81424,19909,69898,54099,55499,6313,32754,,30089,27224,31549,32572,29222,27205,28538,24376,18386,17063
960622,"Buttons of base metal, not covered with textile material (excluding press-fasteners, snap-fasteners, ...",40,118,181,35,12,11,2,0,27,4,,306,411,1257,16659,1739,497,504,499,394,481,,11800,11948,8555,9030,8121,8517,8157,5856,3473,5079
870821,Safety seat belts for motor vehicles,0,0,11,46,6,0,28,0,2,4,,5234,11299,11821,12899,17214,53861,57464,52765,41557,44724,,137867,83500,88846,96763,101114,85990,119946,135857,295599,308114
852849,"Cathode-ray tube monitors, not incorporating television reception apparatus (excluding of a ...",0,0,0,0,0,8,0,0,0,4,,221,610,1882,209,277,314,775,500,1015,599,,26390,12339,12606,7859,6899,11544,9469,6189,4070,3908
220900,"Vinegar, fermented vinegar and substitutes for vinegar obtained from acetic acid",0,0,0,0,6,4,12,11,7,4,,619,274,328,222,218,295,335,548,629,655,,117247,128502,136028,126444,134086,134053,142309,144891,150468,169574
200931,"Single citrus fruit juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing ...",0,0,0,0,25,0,0,0,0,4,,0,0,0,0,337,657,748,920,636,1031,,36437,42154,55755,53365,55694,77136,106829,78818,97889,114716
170112,Raw beet sugar (excluding added flavouring or colouring),0,0,0,0,0,0,0,0,0,4,,2297,3819,270,581,5053,12868,94,57,899,7591,,30779,1070,942,262,1117,1485,171,169,53,329
30319,"Frozen salmonidae (excluding trout and Pacific, Atlantic and Danube salmon)",0,0,0,0,0,0,0,0,0,4,,7628,45368,33956,26325,14111,6260,6271,1838,2028,1730,,2382,417,189,385,228,244,243,489,32,393
410150,"Whole raw hides and skins of bovine """"incl. buffalo"""" or equine animals, whether or not dehaired ...""",8,3,0,5,6,0,8,2,2,4,,90,2853,1778,109,0,0,52,14,321,223,,42866,46424,50427,43179,30863,23836,19107,8216,8844,16814
711100,"Base metals, silver or gold, clad with platinum, not further worked than semi-manufactured",0,6,0,4,3,5,0,0,0,4,,10,5,5,11,5,6,7,0,0,1,,2265,1953,2180,2349,1242,1155,794,657,738,1080
721891,"Semi-finished products of stainless steel, of rectangular """"other than square"""" cross-section""""",0,0,0,0,0,0,2,0,0,4,,0,28,6,305,0,44,12,6,4,14,,235688,76294,67286,49132,37507,75403,208082,81101,48842,49574
760200,"Waste and scrap, of aluminium (excluding slags, scale and the like from iron and steel production, ...",8,8,381,110,55,87,126,29,961,4,,8240,6013,9550,7673,5579,7339,10308,8945,7837,20024,,883358,814785,902227,781295,783307,1021284,1108319,805266,668995,1224520
740620,"Copper powders, of lamellar structure, and flakes of copper (excluding grains of copper and ...",4,0,0,5,0,0,0,0,0,4,,1065,1299,1215,1006,1168,1433,1739,1517,341,903,,11044,14017,13060,13009,7088,8839,6430,5906,5319,7112
540239,"Textured synthetic filament yarn (excluding sewing thread, yarn put up for retail sale and ...",2,46,0,161,0,0,1,0,17,4,,4803,3949,3285,3988,2860,2482,1109,1546,1532,2128,,1940,2014,878,1246,855,1270,1995,1424,1846,2297
540253,"Filament yarn of polypropylene, incl. monofilament of < 67 decitex, single, with a twist of ...",0,0,0,0,0,0,0,2,0,4,,0,0,0,0,0,198,652,481,295,1723,,0,0,0,0,0,6956,1396,1538,344,849
170191,"Refined cane or beet sugar, containing added flavouring or colouring, in solid form",24,23,25,48,46,23,20,0,96,4,,10707,3235,2853,6551,12997,24946,9076,29984,118772,88886,,20727,22681,20909,19953,21731,19427,19304,16429,24229,26398
890310,Inflatable vessels for pleasure or sports,0,0,0,0,0,2,0,0,0,4,,6,31,0,2,24,17,36,3,4,63,,50019,55975,47794,53358,53922,65412,66791,67562,83617,122337
842330,Constant weight scales and scales for discharging a pre-determined weight of material into ...,13,16,0,0,69,0,49,0,13,4,,1463,2069,2685,2192,2305,1840,3417,3068,1661,2090,,71827,78523,82751,85951,103171,98371,117319,109200,112056,120987
741012,"Copper alloy foil, not backed, of a thickness of <= 0,15 mm (excluding stamping foils of heading ...",0,0,31,0,0,0,3,7,0,4,,4521,1651,5303,6714,5712,5294,6558,5290,4205,6771,,28822,17776,16103,13539,11223,12406,12531,11746,8262,13523
320990,"Paints and varnishes, incl. enamels and lacquers, based on synthetic or chemically modified ...",9,0,88,0,5,2,254,63,27,4,,4013,5023,4328,3961,3896,4555,13495,9244,5726,6530,,101691,111026,132713,131114,165503,179871,193338,193231,187338,225703
551624,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",1,1,5,8,4,4,9,16,19,4,,143,82,91,1042,102,313,221,1866,3947,2394,,288,345,955,939,419,413,604,550,392,246
550610,"Staple fibres of nylon or other polyamides, carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,4,,110,23,14,10,13,15,9,99,87,179,,412,760,856,899,551,777,944,1052,803,875
610829,"Women's or girls' briefs and panties of textile materials, knitted or crocheted (excluding ...",0,1,9,0,0,2,2,0,0,4,,8055,22730,29345,27912,28376,20985,22409,24702,24829,31888,,676,532,1225,1914,894,1068,1267,3239,2574,4579
630630,"Sails for boats, sailboards or landcraft, of textile materials",9,7,0,37,7,9,0,0,19,4,,29,15,46,231,1,3,5,2,2,37,,23753,26099,26013,28959,29069,31560,33746,38630,26824,36335
290383,"Mirex """"ISO""""""""",0,0,0,0,0,4,0,0,5,4,,,,,,,,,,,,,0,0,0,0,0,4,19,0,5,4
250850,"Andalusite, kyanite and sillimanite",0,0,0,0,0,0,0,0,0,4,,2158,2558,3083,1644,1455,2494,2359,348,1201,1119,,1721,3422,1805,3992,859,2622,3132,2308,544,860
291471,"Chlordecone """"ISO""""""""",0,0,0,0,0,3,12,5,0,4,,0,0,0,0,0,9,796,2361,372,51,,0,0,0,0,0,114,30,15,0,4
842211,Dishwashing machines of the household type,2,0,0,10,0,0,0,0,0,4,,40,10,23,204,139,155,181,176,232,266,,223533,308497,340185,334285,358686,422163,436298,470122,563148,767468
810530,Cobalt waste and scrap (excluding ash and residues containing cobalt),30,96,44,174,0,341,3,108,0,4,,155,35,395,131,16,931,178,172,129,375,,12998,11135,17446,12309,14067,23653,41675,29366,15578,20253
370199,"Photographic plates and film in the flat for monochrome photography, sensitised, unexposed, ...",0,5,21,9,14,23,4,30,3,4,,46,151,64,44,79,52,167,134,56,72,,130758,105070,107407,93356,99323,126763,165475,195530,233597,247923
252220,Slaked lime,0,0,3,2,6,13,17,7,2,4,,1273,625,95,870,142,738,861,818,555,638,,9921,11187,10402,11066,10679,13979,14031,14473,12345,14580
520813,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",38,30,38,5,117,77,0,103,2,4,,7381,7206,21692,22709,15333,13601,22344,22048,17081,23261,,2745,2275,1760,1500,1359,624,454,1409,557,1074
852341,"Optical media for the recording of sound or of other phenomena, unrecorded (excluding goods ...",41506,34181,22869,8003,5615,2108,0,10,13,4,,0,92710,87699,37799,35689,12808,2454,1264,456,1024,,483522,367148,268397,219581,182003,121816,121420,85108,57015,65495
482210,"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard, whether or not ...",0,0,34,27,13,102,0,0,0,3,,421,1084,1432,1317,1319,1490,1237,1430,1756,2304,,781,465,454,464,399,505,644,898,1274,2381
540821,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",8,3,3,16,19,13,26,2,13,3,,405,205,339,2504,2593,5476,12761,8613,2639,3226,,5542,3402,2499,2464,1216,1103,1398,1070,876,1297
680800,"Panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of shavings, ...",3,252,3,5,5,0,7,0,16,3,,2234,432,708,523,379,500,690,670,609,722,,9304,10192,9056,13037,11340,11406,16395,17540,12055,17913
844090,"Parts of bookbinding machinery, n.e.s.",0,0,0,0,13,0,0,10,0,3,,288,406,424,466,655,407,293,359,368,397,,33892,36550,35299,32899,33607,36327,43062,66890,51585,54771
80251,"Fresh or dried pistachios, in shell",0,0,0,0,0,0,0,0,0,3,,0,8,192,27,391,32,417,222,579,357,,3304,698,829,1861,2140,1888,3666,1168,10204,1475
390410,"Poly""""vinyl chloride"""", in primary forms, not mixed with any other substances""""",1,0,0,0,1,0,0,0,0,3,,295,2385,2558,322,566,2162,3349,1632,47676,19163,,305367,296998,295168,243666,239256,257926,273173,282073,272991,438891
840310,"Central heating boilers, non-electric (excluding vapour generating boilers and superheated ...",0,8,0,0,0,0,0,0,55,3,,3236,7899,2281,6239,6384,5623,4677,3064,1550,6865,,162895,189939,215413,225875,227229,253520,261443,276700,264371,329024
730519,"Line pipe of a kind used for oil or gas pipelines, having circular cross-sections and an external ...",3433,24149,7,10947,7901,34491,562,8,63,3,,97482,108080,121333,85325,29617,43072,8326,3434,34665,20176,,288300,353696,229878,486586,188583,198465,339055,278769,1481,991
960630,Button moulds and other parts of buttons; button blanks,3,0,0,0,0,0,0,8,0,3,,14193,13661,11100,10859,12254,12805,13707,10956,8670,13303,,907,850,1052,1266,2386,767,955,293,359,572
910820,"Watch movements, complete and assembled, with automatic winding",0,0,0,0,0,0,0,0,0,3,,57,0,0,0,0,0,82,0,1,1,,11329,12897,10112,10074,12240,10856,10858,10981,9811,13304
480519,"Fluting paper, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets with ...",10,8,8,11,5,15,19,9,6,3,,757,2504,3908,3343,4662,10523,72172,76073,154755,320899,,74324,103983,116605,136031,132311,157005,162182,156143,123833,138617
510539,"Fine animal hair, carded or combed (excluding wool and hair of Kashmir """"cashmere"""" goats)""""",0,0,0,0,0,0,0,0,0,3,,117,67,1,1,26,1,26,57,19,54,,747,528,481,515,295,344,241,328,217,253
940610,"Prefabricated buildings of wood, whether or not complete or already assembled",0,0,0,0,0,98,73,265,721,3,,0,0,0,0,0,6213,8531,9834,7194,6058,,0,0,0,0,0,108607,116407,144345,115659,158991
321410,"Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' ...",20,0,0,18,9,78,614,123,105,3,,5110,5943,7561,7261,10026,12937,16928,15114,14364,16712,,185272,201647,229874,222946,243808,284372,317503,328470,318507,395813
370232,"Photographic film """"incl. instant print film"""", in rolls, sensitised, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,3,,27,2,5,0,5,3,3,1,0,1,,4861,4438,5522,5488,3610,4388,3818,2928,2648,3371
700210,"Glass in balls, unworked (excluding glass microspheres <= 1 mm in diameter, glass balls of ...",41,45,4,33,11,0,0,8,0,3,,69,26,27,2,15,6,9,18,73,84,,7222,9659,12942,13444,10908,10946,6883,10118,4803,7133
681292,"Paper, millboard and felt of asbestos or of mixtures with a basis of asbestos or a basis of ...",0,0,0,0,0,0,13,0,0,3,,397,506,484,481,298,277,312,344,256,412,,22,81,0,5,75,0,27,0,0,5
902150,Pacemakers for stimulating heart muscles (excluding parts and accessories),0,37,0,0,11,7,0,0,0,3,,1433,1902,1172,1306,1555,1451,1802,1913,1107,1174,,720111,816474,1020999,715779,670690,865933,752638,751145,999353,1553602
911410,"Springs for clocks or watches, incl. hairsprings",21,25,0,17,27,0,4,0,0,3,,1848,2946,2321,1238,651,1261,596,179,73,143,,1261,1406,1494,915,974,1654,1444,1785,1752,1561
900651,"Cameras with a through-the-lens viewfinder [single lens reflex """"SLR""""] for roll film of a ...""",0,32,0,0,35,0,0,0,0,3,,678,515,4,0,9,2,1,8,0,0,,2672,3173,2297,1781,2726,2516,1811,2243,1125,2015
911440,Plates and bridges for clocks or watches,0,3,0,7,3,0,0,0,9,3,,20,1979,517,36,119,39,34,12,1,18,,613,656,981,950,1020,1254,1291,1546,1477,1251
30569,"Fish, salted or in brine only (excluding fillets, offal, herring, cod, anchovies, tilapia, ...",0,0,0,0,0,0,0,0,6,3,,2498,6367,5492,2313,2681,8760,4979,2208,866,528,,21650,23284,20516,17871,20913,24364,25289,25418,25916,25479
847930,Presses for the manufacture of particle board or fibre building board of wood or other ligneous ...,0,0,0,0,14,81,4,230,0,3,,329,1979,735,1118,1231,1746,3776,870,690,2261,,13792,11388,13079,8727,33252,61877,64795,95310,15764,32151
470630,Pulps of fibrous cellulosic bamboo material,0,0,0,0,0,0,0,0,2,3,,2,9,4,8,18,14,3,103,29,5,,856,797,1277,958,350,121,253,131,192,313
520546,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",10,0,0,0,0,0,0,0,0,3,,7650,8313,11678,6578,5743,11042,8537,7718,5328,9394,,394,289,390,286,201,607,226,202,258,326
550390,"Synthetic staple fibres, not carded, combed or otherwise processed for spinning (excluding ...",0,0,0,5,1,0,0,2,21,3,,1247,763,230,260,295,218,34,165,161,112,,30100,62522,82124,84447,35331,39192,39478,37608,55843,97695
551522,"Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, ...",0,0,0,2,4,8,21,6,8,3,,69,255,222,191,213,57,74,181,7,130,,668,563,453,442,194,148,375,299,286,700
560721,"Binder or baler twine, of sisal or other textile fibres of the genus Agave",86,135,0,0,0,14,0,0,0,3,,495,515,438,188,77,33,39,14,10,29,,49773,42035,50746,63547,40953,38916,34960,31930,31214,31334
